,smiles,CircularFingerprint
3758,C=C(C)C=O,[0. 0. 0. ... 0. 0. 0.]
3759,CCOP(=O)(OCC)OC(=C(Cl)Cl)c1cc(Cl)cc(Cl)c1,[0. 0. 0. ... 0. 0. 0.]
3760,CN1CCN2c3ccccc3Cc3ccccc3C2C1,[0. 0. 0. ... 0. 0. 0.]
3761,COC(=O)CCC(Cl)C(C)=O,[0. 1. 0. ... 0. 0. 0.]
3762,Cc1cc(F)ccc1NC(=O)c1cc(Cl)cc(-c2ccc(Cl)cc2)c1O,[0. 0. 0. ... 0. 0. 0.]
3763,CCCCOC(=O)C(Cl)(Cl)Oc1ccccc1,[0. 0. 0. ... 0. 0. 0.]
3764,C=CC(=O)N(CC)CC,[0. 0. 0. ... 0. 0. 0.]
3765,ClC=C(Cl)Cl,[0. 0. 0. ... 0. 0. 0.]
3766,CC(=O)SCCCCCCSC(C)=O,[0. 0. 0. ... 0. 0. 0.]
3767,O=C(Cl)CCl,[0. 0. 0. ... 0. 0. 0.]
3768,COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)c(C)c2)cc1C,[0. 0. 0. ... 0. 0. 0.]
3769,CC(=O)Nc1ccc2c(c1)sc1ccccc12,[0. 0. 0. ... 0. 0. 0.]
3770,C=CC(=O)N(C)C,[0. 0. 0. ... 0. 0. 0.]
3771,O=C(CF)NCc1ccc(Br)cc1,[0. 0. 0. ... 0. 0. 0.]
3772,NC(=O)CCl,[0. 0. 0. ... 0. 0. 0.]
3773,Cc1cccc(C)c1N(COCC(C)C)C(=O)CCl,[0. 1. 0. ... 0. 0. 0.]
3774,CCOCCOCCOc1ccccc1,[0. 0. 0. ... 0. 0. 0.]
3775,O=C(O)CBr,[0. 0. 0. ... 0. 0. 0.]
3776,BrC(Br)C(Br)Br,[0. 1. 0. ... 0. 0. 0.]
3777,CCCN=C(C(OCC)c1ccccc1)N1CCCCCC1,[0. 1. 1. ... 0. 0. 0.]
3778,CCN1CCCC1=O,[0. 0. 0. ... 0. 0. 0.]
3779,COP(N)(=S)Oc1ccccc1C(=O)OC(C)C,[0. 1. 0. ... 0. 0. 0.]
3780,C=C(C)C(N)=O,[0. 0. 0. ... 0. 0. 0.]
3781,CCCCCCCCN1CCCC1=O,[0. 0. 0. ... 0. 0. 0.]
3782,CCCN=C(C(OC)c1ccccc1)N1CCCCCC1,[0. 1. 1. ... 0. 0. 0.]
3783,CN1Cc2ccccc2C2CCc3ccccc3C21,[0. 0. 0. ... 0. 0. 0.]
3784,C=C(C)C(=O)O,[0. 0. 0. ... 0. 0. 0.]
3785,CC(C)(CNc1ccc(N=O)cc1)[N+](=O)[O-],[0. 0. 0. ... 0. 0. 0.]
3786,CC(=O)C1(C)C(C)(C)c2ccc(C)cc2C1(C)C,[0. 0. 0. ... 0. 0. 0.]
3787,O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1,[0. 0. 0. ... 0. 0. 0.]
3788,C=CCOC(=O)c1ccc(C(=O)OCC=C)c(C(=O)OCC=C)c1,[0. 0. 1. ... 0. 0. 0.]
3789,CC(=O)Nc1cccc2c3c([nH]c12)CCCC3,[0. 0. 0. ... 0. 0. 0.]
3790,CCCCC(CC)COC(=O)Cl,[0. 1. 0. ... 0. 0. 0.]
3791,CCCCCCCCCCCCCCCC(=O)OCC=C(C)C=CC=C(C)C=CC1=C(C)CCCC1(C)C,[0. 0. 0. ... 0. 0. 0.]
3792,CC(C)(C)C(=O)COc1ccc(Cl)cc1,[0. 0. 0. ... 0. 0. 0.]
3793,CC(C)(O)C(C)(O)c1ccc(Cl)cc1,[0. 0. 0. ... 0. 0. 0.]
3794,CCCN=C(NCCC)C(OCC)c1ccc(Cl)cc1,[0. 1. 0. ... 0. 0. 0.]
3795,CS(=O)(=O)C(Cl)=CCl,[0. 0. 0. ... 0. 0. 0.]
3796,CC(C)(c1cc(Cl)c(O)c(Cl)c1)c1cc(Cl)c(O)c(Cl)c1,[0. 0. 0. ... 0. 0. 0.]
3797,CC(C)C(Br)C(=O)OC(C)C(Cl)(Cl)Cl,[0. 1. 0. ... 0. 0. 0.]
3798,CCc1cccc(C)c1N,[0. 0. 0. ... 0. 0. 0.]
3799,CCNC(C)C(C)C,[0. 1. 0. ... 0. 0. 0.]
3800,CC(=O)OC(C)(C)C1CC=C(C)CC1,[0. 0. 0. ... 0. 0. 0.]
3801,CCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,[0. 0. 0. ... 0. 0. 0.]
3802,CN1CCN(CC(=O)NN=Cc2ccc([N+](=O)[O-])o2)CC1,[0. 0. 0. ... 0. 0. 0.]
3803,O=C(O)Cc1ccccc1Nc1c(Cl)cc(O)cc1Cl,[0. 0. 0. ... 0. 0. 0.]
3804,C[N+](C)([O-])c1ccc(N=Nc2ccccc2)cc1,[0. 0. 0. ... 0. 0. 0.]
3805,CC(C)(N1CC1C#N)N1CC1C(N)=O,[0. 0. 0. ... 0. 0. 0.]
3806,CC(C)c1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,[0. 1. 0. ... 0. 0. 0.]
3807,CCCCCCCCCCCCN1CCN(CC(=O)NN=Cc2ccc([N+](=O)[O-])o2)CC1,[0. 0. 0. ... 0. 0. 0.]
3808,CCN(CC)C(=O)N1CCN(CC(=O)NN=Cc2ccc([N+](=O)[O-])o2)CC1,[0. 0. 0. ... 0. 0. 0.]
3809,CCOP(=S)(Oc1cnn(C)c(=O)c1Cl)OC(C)C,[0. 1. 0. ... 0. 0. 0.]
3810,CNC(=O)Oc1cc(C(C)C)ccc1C,[0. 1. 0. ... 0. 0. 0.]
3811,C=C(Cl)C(=O)OC,[0. 0. 0. ... 0. 0. 0.]
3812,c1cc[n+]2c(c1)-c1cccc[n+]1CC2,[0. 0. 0. ... 0. 0. 0.]
3813,CC(=O)N1CCN(CC(=O)NN=Cc2ccc([N+](=O)[O-])o2)CC1,[0. 0. 0. ... 0. 0. 0.]
3814,CCOP(=S)(Oc1c(OC)cnn(C)c1=O)OC(C)C,[0. 1. 0. ... 0. 0. 0.]
3815,CN1CCN(C)C1=O,[0. 0. 0. ... 0. 0. 0.]
3816,CCSP(=O)(Oc1cnn(C)c(=O)c1OC)OC(C)C,[0. 1. 0. ... 0. 0. 0.]
3817,CN1CCN(CCC(=O)NN=Cc2ccc([N+](=O)[O-])o2)CC1,[0. 0. 0. ... 0. 0. 0.]
3818,OCP(CO)CO,[0. 0. 0. ... 0. 0. 0.]
3819,O=S(=O)(O)c1cccc2c(S(=O)(=O)O)cccc12,[0. 0. 0. ... 0. 0. 0.]
3820,CC(C)(N=C=O)c1cccc(C(C)(C)N=C=O)c1,[0. 0. 0. ... 0. 0. 0.]
3821,O=C(CN1CCN(CCc2ccccc2)CC1)NN=Cc1ccc([N+](=O)[O-])o1,[0. 0. 0. ... 0. 0. 0.]
3822,O=C(CN1CCNCC1)NC1CCCCC1,[0. 0. 1. ... 0. 0. 0.]
3823,O=C1OC(=O)c2ccc3c4c(ccc1c24)C(=O)OC3=O,[0. 0. 0. ... 0. 0. 0.]
3824,CC(C(=O)O)c1ccc(C2CCCCC2)cc1,[0. 1. 1. ... 0. 0. 0.]
3825,CC(C)=CCCC(C)=CCCC(=CCCC(C)=CCO)CO,[0. 0. 0. ... 0. 0. 0.]
3826,CCCCNC(=O)c1ccccc1,[0. 0. 0. ... 0. 0. 0.]
3827,O=c1c2ccccc2c(=O)c2c1ccc1[nH]c3c(ccc4c(=O)c5ccccc5c(=O)c43)[nH]c12,[0. 0. 0. ... 0. 0. 0.]
3828,CCOC(=O)C1=C(O)c2ccccc2S(=O)(=O)N1C,[0. 0. 0. ... 0. 0. 0.]
3829,CCOC(=O)NNc1ccc(N(CC)CC(C)O)nn1,[0. 1. 0. ... 0. 0. 0.]
3830,Nc1c(Cl)cc(Cl)cc1C(=O)O,[0. 0. 0. ... 0. 0. 0.]
3831,O=C1OC(=O)c2cccc3cccc1c23,[0. 0. 0. ... 0. 0. 0.]
3832,N#CSCC(Cl)SC#N,[0. 1. 0. ... 0. 0. 0.]
3833,COc1ccc(OC)c(CC(C)N)c1,[0. 1. 0. ... 0. 0. 0.]
3834,O=[N+]([O-])C(F)(COCC(COCC(F)([N+](=O)[O-])[N+](=O)[O-])(N(F)F)N(F)F)[N+](=O)[O-],[0. 0. 0. ... 0. 0. 0.]
3835,O=C1c2cccc(S(=O)(=O)O)c2C(=O)c2c1cccc2S(=O)(=O)O,[0. 0. 0. ... 0. 0. 0.]
3836,Cc1cc(=O)nc(C(C)C)[nH]1,[0. 1. 0. ... 0. 0. 1.]
3837,COC(=NC#N)OC,[0. 0. 0. ... 0. 0. 0.]
3838,COc1c2ccoc2cc2oc(C)cc(=O)c12,[0. 0. 0. ... 0. 0. 0.]
3839,COP(=S)(OC)SCC(=O)N(c1ccc(Cl)cc1)C(C)C,[0. 1. 0. ... 0. 0. 0.]
3840,CC(C)=NOC(=O)Nc1ccccc1,[0. 0. 0. ... 0. 0. 0.]
3841,NNC(=O)OC1CC2CCC(C1)N2C(=O)Oc1ccccc1,[0. 0. 0. ... 0. 0. 0.]
3842,O=C(O)C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,[0. 1. 0. ... 0. 0. 0.]
3843,OC(CCl)COCCCCCOCC(O)CCl,[0. 1. 0. ... 0. 0. 0.]
3844,CC(C)(C)C(=O)C1C(=O)c2ccccc2C1=O,[0. 0. 0. ... 0. 0. 0.]
3845,CC(O)COC(C)COC(C)CO,[0. 1. 0. ... 0. 0. 0.]
3846,CCCCC(C)(C)C(O)C=CC1C(O)CC(=O)C1CCCCC=CC(=O)OC,[0. 1. 0. ... 0. 0. 0.]
3847,OCCNC1CCCCC1,[0. 0. 1. ... 0. 0. 0.]
3848,CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,[0. 1. 0. ... 0. 0. 0.]
3849,Cc1ccccc1-c1nc2c(N)nc(N)nc2nc1N,[0. 0. 0. ... 0. 0. 0.]
3850,CCCCc1ccc(C(=O)c2ccccc2F)cc1,[0. 0. 0. ... 0. 0. 0.]
3851,CCO[Si](CCCN=C=O)(OCC)OCC,[0. 0. 0. ... 0. 0. 0.]
3852,CCC1CC2CC3c4[nH]c5ccc(OC)cc5c4CCN(C2)C13,[0. 0. 0. ... 0. 0. 0.]
3853,CNC(=O)Nc1nnc(C(C)(C)C)s1,[0. 0. 0. ... 0. 0. 0.]
3854,COc1cc(N)c2c(c1N)C(=O)c1ccccc1C2=O,[0. 1. 0. ... 0. 0. 0.]
3855,COc1ccccc1C=Nc1ccccc1C(=O)O,[0. 0. 0. ... 0. 0. 0.]
3856,CC1CCC=C2N(C)C=C(C(N)=O)C(=O)N21,[0. 0. 0. ... 0. 0. 0.]
3857,CCCOC(=O)C1COc2ccccc2O1,[0. 0. 0. ... 0. 0. 0.]
3858,O=C(Cl)CCCC(=O)Cl,[0. 0. 0. ... 0. 0. 0.]
3859,O=C1C(=O)c2ncccc2-c2cccnc21,[0. 0. 0. ... 0. 0. 0.]
3860,c1ccc(-c2ccccc2-c2ccccc2)cc1,[0. 0. 0. ... 0. 0. 0.]
3861,CCSc1nnc(C(C)(C)C)c(=O)n1N,[0. 0. 0. ... 0. 0. 0.]
3862,COC(=O)Cc1cccc2ccccc12,[0. 0. 0. ... 0. 0. 0.]
3863,Oc1cc2nc(C(F)(F)F)[nH]c2cc1Cl,[0. 0. 0. ... 0. 0. 0.]
3864,CC(C)c1ccccc1OP(=O)(Oc1ccccc1)Oc1ccccc1,[0. 1. 0. ... 0. 0. 0.]
3865,CC=C(CC)C(=O)NC(N)=O,[0. 0. 0. ... 0. 0. 0.]
3866,CCc1ccc2c(c1)C(=O)c1ccccc1C2=O,[0. 1. 0. ... 0. 0. 0.]
3867,Oc1c(Cl)cc2[nH]c(C(F)(F)F)nc2c1Cl,[0. 0. 0. ... 0. 0. 0.]
3868,CC(C)(C)c1cc(CCC(=O)NCCN)cc(C(C)(C)C)c1O,[0. 0. 0. ... 0. 0. 0.]
3869,C=Cc1cccc(C)c1,[0. 0. 0. ... 0. 0. 0.]
3870,CC(=O)OC1(C)CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1,[0. 1. 0. ... 0. 0. 0.]
3871,O=C(Oc1ccccc1)c1ccccc1C(=O)Oc1ccccc1,[0. 0. 0. ... 0. 0. 0.]
3872,C=C(C)c1ccc(C(C)(C)N=C=O)cc1,[0. 0. 0. ... 0. 0. 0.]
3873,C=C(C)C(=O)CC,[0. 0. 0. ... 0. 0. 0.]
3874,CSc1nc(C(C)(C)C)nn1C(=O)N(C)C,[0. 0. 0. ... 0. 0. 1.]
3875,O=C(O)c1ccccc1C(=O)c1ccccc1,[0. 0. 0. ... 0. 0. 0.]
3876,CCCCOC(=O)COC(=O)c1ccccc1C(=O)OCCCC,[0. 0. 0. ... 0. 0. 0.]
3877,CNC(=O)Oc1ccc(NC(=O)C(F)(F)Cl)c(C)c1,[0. 0. 0. ... 0. 0. 0.]
3878,COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(O)C1OC,[0. 0. 0. ... 0. 0. 0.]
3879,COc1cc2c(OC3OCC(OC)C(OC)C3O)c3c(c(-c4ccc5c(c4)OCO5)c2cc1OC)COC3=O,[0. 0. 0. ... 0. 0. 0.]
3880,CC(C)CCCCCOC(=O)CS,[0. 1. 0. ... 0. 0. 0.]
3881,Cc1cccc(NC(=O)c2ccccc2C(=O)O)c1,[0. 0. 0. ... 0. 0. 0.]
3882,CCS(=O)(=O)Nc1c(C)cc(OC(=O)NC)cc1C,[0. 0. 0. ... 0. 0. 0.]
3883,O=S(=O)(Cl)c1ccccc1Cl,[0. 0. 0. ... 0. 0. 0.]
3884,CC(C)CCCCCOP(OCCCCCC(C)C)OCCCCCC(C)C,[0. 1. 0. ... 0. 0. 0.]
3885,CCN(C(=O)N(CC)c1ccccc1)c1ccccc1,[0. 0. 0. ... 0. 0. 0.]
3886,O=C(Cl)c1cc(Cl)cc(Cl)c1,[0. 0. 0. ... 0. 0. 0.]
3887,COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2Cl)n1,[0. 0. 0. ... 0. 0. 0.]
3888,CC(C)CCCCC(=O)O,[0. 1. 0. ... 0. 0. 0.]
3889,CCCCS(=O)(=O)NC1CCCCC1,[0. 0. 1. ... 0. 0. 0.]
3890,O=C=Nc1cccc(Cl)c1,[0. 0. 0. ... 0. 0. 0.]
3891,O=P(O)(O)OP(=O)(O)OCC1OC(n2cnc3c(O)ncnc32)C(O)C1O,[0. 0. 0. ... 0. 0. 0.]
3892,CC(C)(S)C(=O)NC(CS)C(=O)O,[0. 1. 0. ... 0. 0. 0.]
3893,CCCCCCCCOC(=O)C=CC(=O)OCCCCCCCC,[0. 0. 0. ... 0. 0. 0.]
3894,CCN1C(=O)NC(c2ccccc2)C1=O,[0. 0. 0. ... 0. 0. 0.]
3895,O=C(Cl)c1cccc(Cl)c1Cl,[0. 0. 0. ... 0. 0. 0.]
3896,CC1(C)COCCO1,[0. 0. 0. ... 0. 0. 0.]
3897,CCC(C)Cn1c(=O)n(C)c(=O)c2[nH]c(C)nc21,[0. 1. 0. ... 0. 0. 0.]
3898,CCCCCCCC[Si](OCC)(OCC)OCC,[0. 0. 0. ... 0. 0. 0.]
3899,ClCc1cccc2ccccc12,[0. 0. 0. ... 0. 0. 0.]
3900,CC1=NN(c2ccc(C)cc2)C(=O)C1,[0. 0. 0. ... 0. 0. 0.]
3901,CCOC(=O)CN=C=O,[0. 0. 0. ... 0. 0. 0.]
3902,CO[Si](CCCNCCCN)(OC)OC,[0. 0. 0. ... 0. 0. 0.]
3903,O=C(NCCO[N+](=O)[O-])c1cccnc1,[0. 0. 0. ... 0. 0. 0.]
3904,Cc1cc(-n2c(C)nc3ccccc3c2=O)n(-c2ccccc2)n1,[0. 0. 0. ... 0. 0. 0.]
3905,CCC1(C(C)CC(C)C)C(=O)NC(=O)NC1=O,[0. 1. 0. ... 0. 0. 0.]
3906,Nc1ccc2c(O)cc(S(=O)(=O)O)cc2c1,[0. 0. 0. ... 0. 0. 0.]
3907,O=[N+]([O-])CCCO,[0. 0. 0. ... 0. 0. 0.]
3908,CC(=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,[0. 0. 0. ... 0. 0. 0.]
3909,Cc1nc(C)c(Cl)c(O)c1Cl,[0. 0. 0. ... 0. 0. 0.]
3910,COc1ccc2c(c1)c(CC(=O)OCC(C(=O)O)c1ccccc1)c(C)n2C(=O)c1ccc(Cl)cc1,[0. 1. 0. ... 0. 0. 0.]
3911,O=C(Nc1ccc(Br)cc1)c1cc(Br)ccc1O,[0. 0. 0. ... 0. 0. 0.]
3912,C#CC(C)(C)N,[0. 0. 0. ... 0. 0. 0.]
3913,CC(=CC(=O)O)C1CCCCC1,[0. 0. 1. ... 0. 0. 0.]
3914,CCOC=C(C(=O)OCC)C(=O)OCC,[0. 0. 0. ... 0. 0. 0.]
3915,Nc1ccc(O)c2c1C(=O)c1c(N)c(Br)cc(O)c1C2=O,[0. 0. 0. ... 0. 0. 0.]
3916,CC(C)CCOC(=O)c1ccccc1O,[0. 1. 0. ... 0. 0. 0.]
3917,CCC=CCCOC(=O)c1ccccc1O,[0. 0. 0. ... 0. 0. 0.]
3918,CCOC1CCCCC1O,[0. 0. 0. ... 0. 0. 0.]
3919,ClC(Cl)C(Cl)C(Cl)C(Cl)Cl,[0. 1. 0. ... 0. 0. 0.]
3920,CCC(C)c1ccc2ncccc2c1,[0. 1. 0. ... 0. 0. 0.]
3921,CCC(O)OC(O)CC,[0. 1. 0. ... 0. 0. 0.]
3922,O=S1(=O)CC(Cl)C(Cl)C1,[0. 0. 0. ... 0. 0. 0.]
3923,O=CC(Cl)=C(Cl)C(=O)O,[0. 0. 0. ... 0. 0. 0.]
3924,CC(C)C(=O)OCC(C)(C)C(O)C(C)C,[0. 1. 0. ... 0. 0. 0.]
3925,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)C)CC(O)CC1O,[0. 1. 0. ... 0. 0. 0.]
3926,Clc1cccc(Cl)c1Cl,[0. 0. 0. ... 0. 0. 0.]
3927,O=C1C=CC(=O)N1c1cccc(N2C(=O)C=CC2=O)c1,[0. 0. 0. ... 0. 0. 0.]
3928,CCN(CC)CC#N,[0. 0. 0. ... 0. 0. 0.]
3929,CCSC(=O)COc1ccc(Cl)cc1C,[0. 0. 0. ... 0. 0. 0.]
3930,COC(=O)CNCP(=O)(O)Oc1ccccc1,[0. 0. 0. ... 0. 0. 0.]
3931,COCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,[0. 0. 0. ... 0. 0. 0.]
3932,CC(C)c1ccccc1C(C)C,[0. 1. 0. ... 0. 0. 0.]
3933,CC=C(C)C=CC=C(C)C,[0. 0. 0. ... 0. 0. 0.]
3934,COc1ccc2c(c1)c(CC(=O)Oc1ccccc1C(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,[0. 1. 0. ... 0. 0. 0.]
3935,OCC(O)C(O)C(O)CO,[0. 1. 0. ... 0. 0. 0.]
3936,CCc1c(C)[nH]c2c1C(=O)C(CN1CCC3(CC1)OCCO3)CC2,[0. 0. 0. ... 0. 0. 0.]
3937,CCN(CC)C(=O)Cl,[0. 0. 0. ... 0. 0. 0.]
3938,CO[Si](C)(OC)c1ccccc1,[0. 0. 0. ... 0. 0. 0.]
3939,N#Cc1ccc(F)cc1C#N,[0. 0. 0. ... 0. 0. 0.]
3940,CC(C)(C)c1ccccc1O,[0. 0. 0. ... 0. 0. 0.]
3941,Cc1ccc2c(-c3cccc(O)c3)nc(=O)n(C(C)C)c2c1,[0. 1. 0. ... 0. 0. 0.]
3942,CC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-],[0. 0. 0. ... 0. 0. 0.]
3943,CCN(CC)CCOCc1cc(Br)cc(Br)c1OC,[0. 0. 0. ... 0. 0. 0.]
3944,CC(C)CCCCCCCO,[0. 1. 0. ... 0. 0. 0.]
3945,CN(C)Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,[0. 0. 0. ... 0. 0. 0.]
3946,Nn1cnc2cc3ccccc3cc2c1=O,[0. 0. 0. ... 0. 0. 0.]
3947,O=[N+]([O-])c1c[nH]cn1,[0. 0. 0. ... 0. 0. 0.]
3948,CC(=O)OC1CCCCC1C(C)(C)C,[0. 0. 0. ... 0. 0. 0.]
3949,CCCCCCC(C)(C)S,[0. 0. 0. ... 0. 0. 0.]
3950,CCO[Si](C)(CCCCN)OCC,[0. 0. 0. ... 0. 0. 0.]
3951,Cc1ccc(N)c(S(=O)(=O)O)c1,[0. 0. 0. ... 0. 0. 0.]
3952,Clc1ccc(C(Cn2ccnc2)OCc2ccsc2Cl)c(Cl)c1,[0. 1. 0. ... 0. 0. 0.]
3953,S=c1[nH]c2ccc(Cl)cc2[nH]1,[0. 0. 0. ... 0. 0. 0.]
3954,OCCN1CCCCC1,[0. 0. 1. ... 0. 0. 0.]
3955,c1ccc2[nH]c(SN3CCCCC3)nc2c1,[0. 0. 1. ... 0. 0. 0.]
3956,CC(=O)OCC(C(OC(C)=O)c1ccccc1)[N+](=O)[O-],[0. 1. 0. ... 0. 0. 0.]
3957,Nc1cnn(-c2ccccc2)c(=O)c1Br,[0. 0. 0. ... 0. 0. 0.]
3958,O=C(O)c1cc(I)cc(I)c1I,[0. 0. 0. ... 0. 0. 0.]
3959,Cc1cn(C2C=CC(CO)O2)c(=O)[nH]c1=O,[0. 0. 0. ... 0. 0. 0.]
3960,CCN(COC(C)=O)N=O,[0. 0. 0. ... 0. 0. 0.]
3961,COc1ccccc1OCC(O)COC(=O)c1cccnc1,[0. 1. 0. ... 0. 0. 0.]
3962,O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,[0. 0. 0. ... 0. 0. 0.]
3963,Cc1c(-c2c(C)c(N)c3c(C(C)C)c(O)c(O)c(C=O)c3c2O)c(O)c2c(C=O)c(O)c(O)c(C(C)C)c2c1N,[0. 1. 0. ... 0. 0. 0.]
3964,CCCN(COC(C)=O)N=O,[0. 0. 0. ... 0. 0. 0.]
3965,O=S(=O)(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,[0. 0. 0. ... 0. 0. 0.]
3966,O=c1oc(=O)c2cc3c(=O)oc(=O)c3cc12,[0. 0. 0. ... 0. 0. 0.]
3967,C=CC(=O)OC1CCCCC1,[0. 0. 1. ... 0. 0. 0.]
3968,Cc1nn(C)c(=O)c2noc(C)c12,[0. 0. 0. ... 0. 0. 0.]
3969,Nc1ccc(O)c(C(=O)O)c1,[0. 0. 0. ... 0. 0. 0.]
3970,NN1C(=O)CC(c2cccc(Br)c2)C1=O,[0. 0. 0. ... 0. 0. 0.]
3971,Cc1ccc(C)c([N+](=O)[O-])c1,[0. 0. 0. ... 0. 0. 0.]
3972,CCCOC(=O)COc1cccc(C(C)(C)C)c1,[0. 0. 0. ... 0. 0. 0.]
3973,Cn1nc(-c2ccccc2)c2conc2c1=O,[0. 0. 0. ... 0. 0. 0.]
3974,COP(=S)(OC)Oc1ccc(SC)cc1,[0. 0. 0. ... 0. 0. 0.]
3975,CC(C)CCC(C)Nc1ccc(Nc2ccccc2)cc1,[0. 1. 0. ... 0. 0. 0.]
3976,CCCCOC(=O)Cc1ccc(N(CCCl)CCCl)cc1,[0. 0. 0. ... 0. 0. 0.]
3977,Nc1ccc(Cl)cc1[N+](=O)[O-],[0. 0. 0. ... 0. 0. 0.]
3978,O=c1c2nocc2c(-c2ccccc2)nn1-c1ccccc1,[0. 0. 0. ... 0. 0. 0.]
3979,CC(C)CCC(C)Nc1ccc(NC(C)CCC(C)C)cc1,[0. 1. 0. ... 0. 0. 0.]
3980,CCC(C)c1ccccc1O,[0. 1. 0. ... 0. 0. 0.]
3981,CCCCCCCCCCCOC(=O)Cc1ccc(N(CCCl)CCCl)cc1,[0. 0. 0. ... 0. 0. 0.]
3982,Cc1onc2c(=O)n(C)nc(-c3ccccc3)c12,[0. 0. 0. ... 0. 0. 0.]
3983,Cc1onc2c(=O)n(-c3ccccc3)nc(-c3ccccc3)c12,[0. 0. 0. ... 0. 0. 0.]
3984,CCCCCCCCCCCCOC(=O)Cc1ccc(N(CCCl)CCCl)cc1,[0. 0. 0. ... 0. 0. 0.]
3985,ClC(Cl)(Cl)CC1CO1,[0. 0. 0. ... 0. 0. 0.]
3986,O=C(NO)c1ccccc1O,[0. 0. 0. ... 0. 0. 0.]
3987,CCCCCCCCCCCCCCOC(=O)Cc1ccc(N(CCCl)CCCl)cc1,[0. 0. 0. ... 0. 0. 0.]
3988,CCCCP(=S)(CCCC)CCCC,[0. 0. 0. ... 0. 0. 0.]
3989,O=C(Cl)c1ccc(Cl)cc1Cl,[0. 0. 0. ... 0. 0. 0.]
3990,O=c1[nH]nc(-c2ccccc2)c2conc12,[0. 0. 0. ... 0. 0. 0.]
3991,CCCCCC1=CCCC1=O,[0. 0. 0. ... 0. 0. 0.]
3992,CCCCCCCCCCCCCCCCOC(=O)Cc1ccc(N(CCCl)CCCl)cc1,[0. 0. 0. ... 0. 0. 0.]
3993,CCCCOC(C)COC(=O)COc1cc(Cl)c(Cl)cc1Cl,[0. 1. 0. ... 0. 0. 0.]
3994,O=Cc1ccccc1Cl,[0. 0. 0. ... 0. 0. 0.]
3995,CC(C)c1ccc(-c2ccccc2)cc1,[0. 1. 0. ... 0. 0. 0.]
3996,CC1OC(n2cc(F)c(=O)[nH]c2=O)C(O)C1O,[0. 0. 0. ... 0. 0. 0.]
3997,CCCCCCCCCCCCCCCCCCOC(=O)Cc1ccc(N(CCCl)CCCl)cc1,[0. 0. 0. ... 0. 0. 0.]
3998,O=c1nn[nH]c2ccccc12,[0. 0. 0. ... 0. 0. 0.]
3999,CCCC(Cn1cncn1)c1ccc(Cl)cc1Cl,[0. 1. 0. ... 0. 0. 0.]
4000,C=CCNP(=O)(OC=C(Cl)Cl)OCCCl,[0. 0. 0. ... 0. 0. 0.]
4001,Nc1c(I)cc(I)c(C(=O)N(CCC(=O)O)c2ccccc2)c1I,[0. 0. 0. ... 0. 0. 0.]
4002,O=C1CCCCC1C1CCCCC1,[0. 0. 1. ... 0. 0. 0.]
4003,CCCCCCCCCCOC(=O)Cc1ccc(N(CCCl)CCCl)cc1,[0. 0. 0. ... 0. 0. 0.]
4004,C=CCNP(=O)(OC=C(Cl)Cl)OC1CCCCC1,[0. 0. 1. ... 0. 0. 0.]
4005,COc1cccc(OC)c1O,[0. 0. 0. ... 0. 0. 0.]
4006,CSc1ccc(O)cc1C,[0. 0. 0. ... 0. 0. 0.]
4007,CC(O)COC(C)CP(CC(C)OCC(C)O)CC(C)OCC(C)O,[0. 1. 0. ... 0. 0. 0.]
4008,COc1ccccc1OC(=O)C(C)c1ccc(CC(C)C)cc1,[0. 1. 0. ... 0. 0. 0.]
4009,C=CC(=O)OCCOC,[0. 0. 0. ... 0. 0. 0.]
4010,N#Cc1ccccc1C#N,[0. 0. 0. ... 0. 0. 0.]
4011,O=Cc1cccc(Br)c1,[0. 0. 0. ... 0. 0. 0.]
4012,CS(=O)C(C)(C)CO,[0. 0. 0. ... 0. 0. 0.]
4013,CC(C)Oc1cccc(NC(=O)c2ccccc2C(F)(F)F)c1,[0. 1. 0. ... 0. 0. 0.]
4014,COC(=O)c1ccccc1N=CC(C)Cc1ccc(C(C)(C)C)cc1,[0. 1. 0. ... 0. 0. 0.]
4015,CC(C)(C)C(=O)CCc1ccc(Cl)cc1,[0. 0. 0. ... 0. 0. 0.]
