,compound_name,species,smiles,rat_LD50,units,source
4108,"Propanenitrile, 3-((2-hydroxy-1-methyl-2-phenylethyl)methylamino)-",Rat,CC(C(O)c1ccccc1)N(C)CCC#N,-2.366,log(mol/kg),https://doi.org/10.1021/tx900189p
4109,Not Available,Rat,CCOP(=O)(OCC)Oc1cc(C)oc(=O)c1,-4.895,log(mol/kg),https://doi.org/10.1021/tx900189p
4110,"Piperidine, 1-(3-((4-((p-chlorophenyl)azo)-5,6,7,8-tetrahydro-1-naphthyl)amino)propyl)-",Rat,Clc1ccc(N=Nc2ccc(NCCCN3CCCCC3)c3c2CCCC3)cc1,-2.564,log(mol/kg),https://doi.org/10.1021/tx900189p
4111,"Carbonic acid, trithio-, cyclic ester with 2,3-quinoxalinedithiol",Rat,S=c1sc2nc3ccccc3nc2s1,-2.1180000000000003,log(mol/kg),https://doi.org/10.1021/tx900189p
4112,"Acetic acid, (2,4,5-trichlorophenoxy)-, 1-methylethyl ester (9CI)",Rat,CC(C)OC(=O)COc1cc(Cl)c(Cl)cc1Cl,-2.779,log(mol/kg),https://doi.org/10.1021/tx900189p
4113,"Acetamide, 2-chloro-N-(2,6-dimethylphenyl)-N-(1H-pyrazol-1-ylmethyl)-",Rat,Cc1cccc(C)c1N(Cn1cccn1)C(=O)CCl,-2.444,log(mol/kg),https://doi.org/10.1021/tx900189p
4114,"Sulfurous acid, 1-((p-tert-butylphenoxy)methyl)propyl o-tolyl ester",Rat,CCC(COc1ccc(C(C)(C)C)cc1)OS(=O)Oc1ccccc1C,-1.372,log(mol/kg),https://doi.org/10.1021/tx900189p
4115,"5H-(1)Benzopyrano(4,3-c)pyridine, 1,2,3,4-tetrahydro-5,5-dimethyl-8-(1,2-dimethylheptyl)-10-hydroxy-2-(2-propynyl)-",Rat,C#CCN1CCC2=C(C1)c1c(O)cc(C(C)C(C)CCCCC)cc1OC2(C)C,-2.643,log(mol/kg),https://doi.org/10.1021/tx900189p
4116,"9-Octadecenamide, N,N-bis(2-hydroxyethyl)-, (9Z)-",Rat,CCCCCCCCC=CCCCCCCCC(=O)N(CCO)CCO,-1.474,log(mol/kg),https://doi.org/10.1021/tx900189p
4117,"Ether, 4-chlorophenyl (4'-chloro-2'-chloromethylaminophenyl)",Rat,ClCNc1cc(Cl)ccc1Oc1ccc(Cl)cc1,-2.62,log(mol/kg),https://doi.org/10.1021/tx900189p
4118,"Propionic acid, 2-(p-chlorophenoxy)-2-methyl-, ester with 4-hydroxy-N,N-dimethylbutyramide",Rat,CN(C)C(=O)CCCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,-2.12,log(mol/kg),https://doi.org/10.1021/tx900189p
4119,"Cyclohex-1,3-ylenediamine",Rat,NC1CCCC(N)C1,-2.467,log(mol/kg),https://doi.org/10.1021/tx900189p
4120,"2,4,8,10-Tetraoxa-3,9-diphosphaspiro(5.5)undecane, 3,9-bis(2,4-bis(1,1-dimethylethyl)phenoxy)-",Rat,CC(C)(C)c1ccc(OP2OCC3(CO2)COP(Oc2ccc(C(C)(C)C)cc2C(C)(C)C)OC3)c(C(C)(C)C)c1,-2.035,log(mol/kg),https://doi.org/10.1021/tx900189p
4121,"Cyclohexylamine, N-methyl-N-tributoxysilyl-",Rat,CCCCO[Si](OCCCC)(OCCCC)N(C)C1CCCCC1,-2.006,log(mol/kg),https://doi.org/10.1021/tx900189p
4122,"Ethanol, 2-(methylphenylamino)-",Rat,CN(CCO)c1ccccc1,-1.7280000000000002,log(mol/kg),https://doi.org/10.1021/tx900189p
4123,"4,7-Methano-1H-inden-6-ol, 3a,4,5,6,7,7a-hexahydro-",Rat,OC1CC2CC1C1CC=CC21,-1.672,log(mol/kg),https://doi.org/10.1021/tx900189p
4124,"Ethene, 1,1'-(oxybis(methylenesulfonyl))bis-",Rat,C=CS(=O)(=O)COCS(=O)(=O)C=C,-3.656,log(mol/kg),https://doi.org/10.1021/tx900189p
4125,"Isoxazolo(5,4-d)pyrimidine, 6-tert-butyl-3-isopropyl-",Rat,CC(C)c1noc2nc(C(C)(C)C)ncc12,-1.153,log(mol/kg),https://doi.org/10.1021/tx900189p
4126,"Benzoic acid, 4-amino-, ethyl ester",Rat,CCOC(=O)c1ccc(N)cc1,-1.735,log(mol/kg),https://doi.org/10.1021/tx900189p
4127,"3,6,9,12,15,18,21,24-Octaoxahexacosane-1,26-diol",Rat,OCCOCCOCCOCCOCCOCCOCCOCCOCCO,-1.0490000000000002,log(mol/kg),https://doi.org/10.1021/tx900189p
4128,"1,2-Benzenedicarboxylic acid, diisodecyl ester",Rat,CC(C)(C)CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC(C)(C)C,-0.8440000000000001,log(mol/kg),https://doi.org/10.1021/tx900189p
4129,"Piperidine, 1-(3-(4-(1,1-dimethylethyl)phenyl)-2-methylpropyl)-",Rat,CC(Cc1ccc(C(C)(C)C)cc1)CN1CCCCC1,-2.276,log(mol/kg),https://doi.org/10.1021/tx900189p
4130,"Olean-12-en-28-oic acid, 3-beta-(beta-D-glucopyranosyloxy)-",Rat,CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(CO)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,-2.615,log(mol/kg),https://doi.org/10.1021/tx900189p
4131,"Hexanoic acid, 2-ethyl-, 1,2-ethanediylbis(oxy-2,1-ethanediyl) ester",Rat,CCCCC(CC)C(=O)OCCOCCOCCOC(=O)C(CC)CCCC,-1.113,log(mol/kg),https://doi.org/10.1021/tx900189p
4132,"Morpholine, 4-(3-(4-(1,1-dimethylethyl)phenyl)-2-methylpropyl)-2,6-dimethyl-",Rat,CC(Cc1ccc(C(C)(C)C)cc1)CN1CC(C)OC(C)C1,-1.933,log(mol/kg),https://doi.org/10.1021/tx900189p
4133,"Oxamide, N,N'-di-sec-butyldithio-",Rat,CCC(C)NC(=S)C(=S)NC(C)CC,-4.588,log(mol/kg),https://doi.org/10.1021/tx900189p
4134,"Benzoic acid, 4-methoxy-, ethyl ester",Rat,CCOC(=O)c1ccc(OC)cc1,-1.946,log(mol/kg),https://doi.org/10.1021/tx900189p
4135,"Benzimidazole, 4,5,7-tribromo-2-(trifluoromethyl)-",Rat,FC(F)(F)c1nc2c(Br)c(Br)cc(Br)c2[nH]1,-4.52,log(mol/kg),https://doi.org/10.1021/tx900189p
4136,"Benzoic acid, 2-((3-(trifluoromethyl)phenyl)amino)-, butyl ester",Rat,CCCCOC(=O)c1ccccc1Nc1cccc(C(F)(F)F)c1,-2.82,log(mol/kg),https://doi.org/10.1021/tx900189p
4137,"Ethanol, 2-(2,4-dichlorophenoxy)-, benzoate",Rat,O=C(OCCOc1ccc(Cl)cc1Cl)c1ccccc1,-2.263,log(mol/kg),https://doi.org/10.1021/tx900189p
4138,"Propionic acid, 3-bromo-, methyl ester (8CI)",Rat,COC(=O)CCBr,-2.019,log(mol/kg),https://doi.org/10.1021/tx900189p
4139,"Benzamide, N-(1-(2-(1H-indol-3-yl)ethyl)-4-piperidinyl)-",Rat,O=C(NC1CCN(CCc2c[nH]c3ccccc23)CC1)c1ccccc1,-2.286,log(mol/kg),https://doi.org/10.1021/tx900189p
4140,"L-Glutamic acid, N-(1-oxooctadecyl)- (9CI)",Rat,CCCCCCCCCCCCCCCCCC(=O)NC(CCC(=O)O)C(=O)O,-2.139,log(mol/kg),https://doi.org/10.1021/tx900189p
4141,"1H-Indole-3-acetic acid, 1-(p-chlorobenzoyl)-5-methoxy-2-methyl-, (alpha,alpha,alpha-trifluoro-m-tolyl) ester",Rat,COc1ccc2c(c1)c(CC(=O)Oc1cccc(C(F)(F)F)c1)c(C)n2C(=O)c1ccc(Cl)cc1,-3.213,log(mol/kg),https://doi.org/10.1021/tx900189p
4142,"1(4H)-Naphthalenone, 8-amino-2,6-dibromo-5-hydroxy-4-imino-",Rat,N=C1C=C(Br)C(=O)c2c(N)cc(Br)c(O)c21,-2.1590000000000003,log(mol/kg),https://doi.org/10.1021/tx900189p
4143,"Benzaldehyde, 2,4-dihydroxy-",Rat,O=Cc1ccc(O)cc1O,-2.5380000000000003,log(mol/kg),https://doi.org/10.1021/tx900189p
4144,"2-Butenamide, N-(aminocarbonyl)-2-ethyl-, (Z)- (9CI)",Rat,CC=C(CC)C(=O)NC(N)=O,-1.796,log(mol/kg),https://doi.org/10.1021/tx900189p
4145,"tert-Butylamine, N-ethyl-N-nitroso-",Rat,CCN(N=O)C(C)(C)C,-1.91,log(mol/kg),https://doi.org/10.1021/tx900189p
4146,"1H-Indole-3-acetic acid, 1-(p-chlorobenzoyl)-5-methoxy-2-methyl-, m-tolyl ester",Rat,COc1ccc2c(c1)c(CC(=O)Oc1cccc(C)c1)c(C)n2C(=O)c1ccc(Cl)cc1,-3.66,log(mol/kg),https://doi.org/10.1021/tx900189p
4147,"3H-Imidazo(2,1-a)isoindol-5-ol, 5-(4-fluorophenyl)-2,5-dihydro-",Rat,OC1(c2ccc(F)cc2)c2ccccc2C2=NCCN21,-3.128,log(mol/kg),https://doi.org/10.1021/tx900189p
4148,"Butanoic acid, 2-ethyl-, 1,2-ethanediylbis(oxy-2,1-ethanediyl) ester",Rat,CCC(CC)C(=O)OCCOCCOCCOC(=O)C(CC)CC,-1.7619999999999998,log(mol/kg),https://doi.org/10.1021/tx900189p
4149,"Anthra(9,1,2-cde)benzo(rst)pentaphene-5,10-dione, 15,18-dinitro-",Rat,O=C1c2ccccc2-c2c([N+](=O)[O-])cc3c4cc([N+](=O)[O-])c5c6c(ccc(c7ccc1c2c73)c64)C(=O)c1ccccc1-5,-1.7380000000000002,log(mol/kg),https://doi.org/10.1021/tx900189p
4150,"Benzoic acid, 3,6-dichloro-2-hydroxy-",Rat,O=C(O)c1c(Cl)ccc(Cl)c1O,-2.123,log(mol/kg),https://doi.org/10.1021/tx900189p
4151,"4-Piperidinol, 1-(4,4-bis(p-fluorophenyl)butyl)-4-(4-chloro-alpha,alpha,alpha-trifluoro-m-tolyl)-",Rat,OC1(c2ccc(Cl)c(C(F)(F)F)c2)CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,-3.515,log(mol/kg),https://doi.org/10.1021/tx900189p
4152,"1(6H)-Pyridazineacetamdie, N-methyl-N-alpha-methylphenethyl-6-oxo-3-phenyl-, D-",Rat,CC(Cc1ccccc1)N(C)C(=O)Cn1nc(-c2ccccc2)ccc1=O,-2.7510000000000003,log(mol/kg),https://doi.org/10.1021/tx900189p
4153,"Phosphorothioic acid, S-butyl O,O-dimethyl ester",Rat,CCC(C)OP(=S)(OC)OC,-3.872,log(mol/kg),https://doi.org/10.1021/tx900189p
4154,"2-Oxazolidinethione, 5-(((alpha,alpha,alpha-trifluoro-m-tolyl)oxy)methyl)-",Rat,FC(F)(F)c1cccc(OCC2CNC(=S)O2)c1,-2.724,log(mol/kg),https://doi.org/10.1021/tx900189p
4155,1H-Benzotriazole,Rat,c1ccc2[nH]nnc2c1,-2.3280000000000003,log(mol/kg),https://doi.org/10.1021/tx900189p
4156,"Methanediamine, N,N'-bis(1,3,4-thiadiazol-2-yl)- (9CI)",Rat,c1nnc(NCNc2nncs2)s1,-2.9160000000000004,log(mol/kg),https://doi.org/10.1021/tx900189p
4157,"2-Benzothiazolesulfenamide, N,N-bis(1-methylethyl)-",Rat,CC(C)N(Sc1nc2ccccc2s1)C(C)C,-1.71,log(mol/kg),https://doi.org/10.1021/tx900189p
4158,"2(1H)-Pyrimidinone, tetrahydro-5,5-dimethyl-, (3-(4-(trifluoromethyl)phenyl)-1-(2-(4-(trifluoromethyl)phenyl)ethenyl)-2-propenylidene)hydrazone",Rat,CC1(C)CNC(=NN=C(C=Cc2ccc(C(F)(F)F)cc2)C=Cc2ccc(C(F)(F)F)cc2)NC1,-2.641,log(mol/kg),https://doi.org/10.1021/tx900189p
4159,"Cyclopentene, 1,2,3,3,5,5-hexachloro-4-(dichloromethylene)-",Rat,ClC(Cl)=C1C(Cl)(Cl)C(Cl)=C(Cl)C1(Cl)Cl,-1.983,log(mol/kg),https://doi.org/10.1021/tx900189p
4160,"2-Benzothiazolesulfenamide, N-cyclohexyl-",Rat,c1ccc2sc(SNC3CCCCC3)nc2c1,-1.6980000000000002,log(mol/kg),https://doi.org/10.1021/tx900189p
4161,"Benzenesulfonamide, N-(((3-hydroxy-4,7,7-trimethylbicyclo(2.2.1)hept-2-yl)amino)carbonyl)-4-methyl-, (1S-(endo, endo))-",Rat,Cc1ccc(S(=O)(=O)NC(=O)NC2C3CCC(C)(C2O)C3(C)C)cc1,-1.3090000000000002,log(mol/kg),https://doi.org/10.1021/tx900189p
4162,"Butyric acid, methylnitrosamino methyl ester",Rat,CCCC(=O)OCN(C)N=O,-2.301,log(mol/kg),https://doi.org/10.1021/tx900189p
4163,"Benzene, 1-chloro-2-(2,2-dichloro-1-(4-chlorophenyl)ethenyl)- (9CI)",Rat,ClC(Cl)=C(c1ccc(Cl)cc1)c1ccccc1Cl,-2.5580000000000003,log(mol/kg),https://doi.org/10.1021/tx900189p
4164,"2-Propenoic acid, bicyclo(2.2.1)hept-5-en-2-ylmethyl ester",Rat,C=CC(=O)OCC1CC2C=CC1C2,-2.122,log(mol/kg),https://doi.org/10.1021/tx900189p
4165,"Phenol, 4-isooctyl- (9CI)",Rat,CC(C)CCCCCc1ccc(O)cc1,-1.982,log(mol/kg),https://doi.org/10.1021/tx900189p
4166,"Morpholine, 2,6-dimethyl-4-(3-(4-(1,1-dimethylethyl)phenyl)-2-methylpropyl)-, cis-",Rat,CC(Cc1ccc(C(C)(C)C)cc1)CN1CC(C)OC(C)C1,-2.005,log(mol/kg),https://doi.org/10.1021/tx900189p
4167,"Hydroperoxide, 1,1-dimethylpropyl",Rat,CCC(C)(C)OO,-2.081,log(mol/kg),https://doi.org/10.1021/tx900189p
4168,"Dibenz(b,f)oxepin-2-acetic acid, 10,11-dihydro-alpha-methyl-11-oxo-",Rat,CC(C(=O)O)c1ccc2c(c1)C(=O)Cc1ccccc1O2,-3.425,log(mol/kg),https://doi.org/10.1021/tx900189p
4169,"Benzene, 1-chloro-2-methyl-",Rat,Cc1ccccc1Cl,-1.511,log(mol/kg),https://doi.org/10.1021/tx900189p
4170,"Phosphorodichloridous acid, phenyl ester",Rat,ClP(Cl)Oc1ccccc1,-2.457,log(mol/kg),https://doi.org/10.1021/tx900189p
4171,"1,2,4-Triazolo(3,4-a)isoquinoline, 3-(trifluoromethyl)- (9CI)",Rat,FC(F)(F)c1nnc2c3ccccc3ccn12,-2.556,log(mol/kg),https://doi.org/10.1021/tx900189p
4172,"Bufa-20,22-dienolide, 5,14-dihydroxy-3-((3-methyl-1-oxo-2-butenyl)oxy)-19-oxo-, (3-beta,5-beta)-",Rat,CC(C)=CC(=O)OC1CCC2(C=O)C3CCC4(C)C(c5ccc(=O)oc5)CCC4(O)C3CCC2(O)C1,-5.4570000000000025,log(mol/kg),https://doi.org/10.1021/tx900189p
4173,"1H-Indole-3-acetamide, 1-(4-chlorobenzoyl)-N-hydroxy-5-methoxy-2-methyl- (9CI)",Rat,COc1ccc2c(c1)c(CC(=O)NO)c(C)n2C(=O)c1ccc(Cl)cc1,-3.679,log(mol/kg),https://doi.org/10.1021/tx900189p
4174,"Phenol, 2-chloro-",Rat,Oc1ccccc1Cl,-3.507,log(mol/kg),https://doi.org/10.1021/tx900189p
4175,"2-Pyrrolidinone, 1-(2-hydroxyethyl)-",Rat,O=C1CCCN1CCO,-0.952,log(mol/kg),https://doi.org/10.1021/tx900189p
4176,"7-Benzofuranacetic acid, alpha-methyl-3-phenyl-, (+-)-",Rat,CC(C(=O)O)c1cccc2c(-c3ccccc3)coc12,-2.448,log(mol/kg),https://doi.org/10.1021/tx900189p
4177,"Benzenemethanol, alpha,alpha-dimethyl-4-(1-methylethyl)- (9CI)",Rat,CC(C)c1ccc(C(C)(C)O)cc1,-1.198,log(mol/kg),https://doi.org/10.1021/tx900189p
4178,"Pyrrolidine, 1-allyl-2-((3,4-dichlorophenyl)imino)-",Rat,C=CCN1CCCC1=Nc1ccc(Cl)c(Cl)c1,-2.1630000000000003,log(mol/kg),https://doi.org/10.1021/tx900189p
4179,"Benzenamine, 3,4-dichloro-",Rat,Nc1ccc(Cl)c(Cl)c1,-2.4730000000000003,log(mol/kg),https://doi.org/10.1021/tx900189p
4180,"Cyanamide, (4,6-bis((1-methylethyl)amino)-1,3,5-triazin-2-yl)methyl-",Rat,CC(C)Nc1nc(NC(C)C)nc(N(C)C#N)n1,-2.166,log(mol/kg),https://doi.org/10.1021/tx900189p
4181,"Pyrrolidine, 2-((3,4-dichlorophenyl)imino)-1-propyl-",Rat,CCCN1CCCC1=Nc1ccc(Cl)c(Cl)c1,-2.107,log(mol/kg),https://doi.org/10.1021/tx900189p
4182,"4,7-Methanoisobenzofuran-5(3H)-one, 1,3,4,6,7,8,8-heptachlorohexahydro-",Rat,O=C1C(Cl)C2(Cl)C3C(Cl)OC(Cl)C3C1(Cl)C2(Cl)Cl,-4.75,log(mol/kg),https://doi.org/10.1021/tx900189p
4183,"1-Propanol, 2,3-dibromo-",Rat,OCC(Br)CBr,-2.505,log(mol/kg),https://doi.org/10.1021/tx900189p
4184,"Isonicotinic acid, alpha-methylfurfurylidenehydrazide",Rat,CC(=NNC(=O)c1ccncc1)c1ccco1,-3.319,log(mol/kg),https://doi.org/10.1021/tx900189p
4185,"2-Butanone, oxime",Rat,CCC(C)=NO,-1.972,log(mol/kg),https://doi.org/10.1021/tx900189p
4186,"2-Hexene, 1,1-diethoxy-, (2E)-",Rat,CCCC=CC(OCC)OCC,-2.302,log(mol/kg),https://doi.org/10.1021/tx900189p
4187,"5H-Imidazo(2,1-a)isoindol-5-ol, 2,3-dihydro-7-fluoro-5-phenyl-",Rat,OC1(c2ccccc2)c2cc(F)ccc2C2=NCCN21,-3.827,log(mol/kg),https://doi.org/10.1021/tx900189p
4188,"3-Buten-2-one, 4-(2,4,6-trimethyl-3-cyclohexen-1-yl)-",Rat,CC(=O)C=CC1C(C)C=C(C)CC1C,-1.568,log(mol/kg),https://doi.org/10.1021/tx900189p
4189,"Cyclopentene, 3-chloro-",Rat,ClC1C=CCC1,-2.506,log(mol/kg),https://doi.org/10.1021/tx900189p
4190,"2-Pentene, 4-methoxy-",Rat,CC=CC(C)OC,-1.918,log(mol/kg),https://doi.org/10.1021/tx900189p
4191,"Benzo(1,2-c:3,4-c':5,6-c'')tris(1,2,5)oxadiazole, 1,4,7-trioxide",Rat,[O-][n+]1onc2c1c1no[n+]([O-])c1c1no[n+]([O-])c21,-1.942,log(mol/kg),https://doi.org/10.1021/tx900189p
4192,"Cyclopropanecarboxylic acid, 3-(2-chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethyl-, cyano(3-phenoxyphenyl)methyl ester",Rat,CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,-3.495,log(mol/kg),https://doi.org/10.1021/tx900189p
4193,"Sulfurous acid, 1-((p-tert-pentylphenoxy)methyl)propyl 2-propynyl ester",Rat,C#CCOS(=O)OC(CC)COc1ccc(C(C)(C)CC)cc1,-2.228,log(mol/kg),https://doi.org/10.1021/tx900189p
4194,"Benzenesulfonic acid, dodecyl ester",Rat,CCCCCCCCCCCCc1ccc(S(=O)(=O)O)cc1,-2.701,log(mol/kg),https://doi.org/10.1021/tx900189p
4195,2-Imidazolidinethione,Rat,S=C1NCCN1,-1.746,log(mol/kg),https://doi.org/10.1021/tx900189p
4196,"2,7-Octadien-1-ol, acetate",Rat,C=CCCCC=CCOC(C)=O,-0.7290000000000001,log(mol/kg),https://doi.org/10.1021/tx900189p
4197,"Hexanedioic acid, diisodecyl ester",Rat,CC(C)CCCCCCCOC(=O)CCCCC(=O)OCCCCCCCC(C)C,-1.318,log(mol/kg),https://doi.org/10.1021/tx900189p
4198,"1,3-Benzenediol, propyl-",Rat,CCCc1c(O)cccc1O,-2.529,log(mol/kg),https://doi.org/10.1021/tx900189p
4199,2-Thiazolidinethione,Rat,S=C1NCCS1,-2.599,log(mol/kg),https://doi.org/10.1021/tx900189p
4200,"Phosphonofluoridic acid, methyl-, 1,2,2-trimethylpropyl ester",Rat,CC(OP(C)(=O)F)C(C)(C)C,-5.658,log(mol/kg),https://doi.org/10.1021/tx900189p
4201,"Phenol, dodecyl-, mixed isomers",Rat,CCCCCCCCCCCCc1ccccc1O,-2.097,log(mol/kg),https://doi.org/10.1021/tx900189p
4202,"Acetic acid, ((8-chloro-3-(2-(diethylamino)ethyl)-4-methyl-2-oxo-2H-1-benzopyran-7-yl)oxy)-, ethyl ester",Rat,CCOC(=O)COc1ccc2c(C)c(CCN(CC)CC)c(=O)oc2c1Cl,-2.501,log(mol/kg),https://doi.org/10.1021/tx900189p
4203,"Quinoxaline, 5,6,7,8-tetrachloro-",Rat,Clc1c(Cl)c(Cl)c2nccnc2c1Cl,-1.622,log(mol/kg),https://doi.org/10.1021/tx900189p
4204,"Phenol, 4,4'-thiobis(2-(1,1-dimethylethyl)-6-methyl-",Rat,Cc1cc(Sc2cc(C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,-1.7519999999999998,log(mol/kg),https://doi.org/10.1021/tx900189p
4205,"Butanediamine, N,N,N',N'-tetramethyl-",Rat,CCCC(N(C)C)N(C)C,-2.293,log(mol/kg),https://doi.org/10.1021/tx900189p
4206,"2-Norbornene, 1,2,3,4,7,7-hexachloro-5-(dichloromethyl)-",Rat,ClC1=C(Cl)C2(Cl)C(C(Cl)Cl)CC1(Cl)C2(Cl)Cl,-2.38,log(mol/kg),https://doi.org/10.1021/tx900189p
4207,"as-Triazin-3(2H)-one, 5,6-bis(p-(dimethylamino)phenyl)-2-methyl-",Rat,CN(C)c1ccc(-c2nc(=O)n(C)nc2-c2ccc(N(C)C)cc2)cc1,-2.066,log(mol/kg),https://doi.org/10.1021/tx900189p
4208,"Phenol, 4,4'-thiobis(2-(1,1-dimethylethyl)-5-methyl-",Rat,Cc1cc(O)c(C(C)(C)C)cc1Sc1cc(C(C)(C)C)c(O)cc1C,-2.184,log(mol/kg),https://doi.org/10.1021/tx900189p
4209,"Tetradecanol, mixed isomers",Rat,CCCCCCCCCCCCCCO,-0.904,log(mol/kg),https://doi.org/10.1021/tx900189p
4210,"as-Triazin-3(2H)-one, 5,6-bis(p-(diethylamino)phenyl)-2-methyl-",Rat,CCN(CC)c1ccc(-c2nc(=O)n(C)nc2-c2ccc(N(CC)CC)cc2)cc1,-2.795,log(mol/kg),https://doi.org/10.1021/tx900189p
4211,"Methanesulfonyl chloride, chloro-",Rat,O=S(=O)(Cl)CCl,-2.603,log(mol/kg),https://doi.org/10.1021/tx900189p
4212,"5H-(1)Benzopyrano(2,3-b)pyridine-3-carboxylic acid, 2-amino-7-(1-methylethyl)-5-oxo-",Rat,CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1,-1.475,log(mol/kg),https://doi.org/10.1021/tx900189p
4213,"Hydrocinnamic acid, alpha-ethyl-3-hydroxy-2,4,6-triiodo-",Rat,CCC(Cc1c(I)cc(I)c(O)c1I)C(=O)O,-2.456,log(mol/kg),https://doi.org/10.1021/tx900189p
4214,"Cyclohexanol, 2-((dimethylamino)methyl)-1-(3-methoxyphenyl)-, cis-(+-)-",Rat,COc1cccc(C2(O)CCCCC2CN(C)C)c1,-3.063,log(mol/kg),https://doi.org/10.1021/tx900189p
4215,"Succinic acid, alpha-monoester with D-threo-(-)-2,2-dichloro-N-(beta-hydroxy-alpha-(hydroxymethyl)-p-nitrophenethyl)acetamide",Rat,O=C(O)CCC(=O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1,-1.707,log(mol/kg),https://doi.org/10.1021/tx900189p
4216,"1,3-Butadiene, 1,1,2,3,4-pentachloro-4-(1-methylethoxy)-",Rat,CC(C)OC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,-2.371,log(mol/kg),https://doi.org/10.1021/tx900189p
4217,3-(Ethylthio)butyraldehyde,Rat,CCSC(C)CC=O,-1.645,log(mol/kg),https://doi.org/10.1021/tx900189p
4218,"1-Naphthalenebutanoic acid, 4-methoxy-gamma-oxo-",Rat,COc1ccc(C(=O)CCC(=O)O)c2ccccc12,-2.157,log(mol/kg),https://doi.org/10.1021/tx900189p
4219,"Benzenamine, 2,4-dinitro-",Rat,Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],-2.8080000000000003,log(mol/kg),https://doi.org/10.1021/tx900189p
4220,"Cyclopropanecarboxylic acid, 2,2-dimethyl-3-(2-methylpropenyl)-, ester with 2-(2-cyclopenten-1-yl)-4-hydroxy-3-methyl-2-cyclopenten-1-one",Rat,CC(C)=CC1C(C(=O)OC2CC(=O)C(C3C=CCC3)=C2C)C1(C)C,-2.367,log(mol/kg),https://doi.org/10.1021/tx900189p
4221,"4H-(1,3)Oxazino(3,2-d)(1,4)benzodiazepine-4,7(6H)-dione, 11-chloro-8,12b-dihydro-2,8-dimethyl-12b-phenyl- (8CI)(9CI)",Rat,CC1=CC(=O)N2CC(=O)N(C)c3ccc(Cl)cc3C2(c2ccccc2)O1,-1.868,log(mol/kg),https://doi.org/10.1021/tx900189p
4222,"Benzenesulfonamide, N-(5-tert-butyl-1,3,4-thiadiazol-2-yl)-p-methoxy-",Rat,COc1ccc(S(=O)(=O)Nc2nnc(C(C)(C)C)s2)cc1,-2.454,log(mol/kg),https://doi.org/10.1021/tx900189p
4223,"1H-Indole-3-acetic acid, 1-(4-chlorobenzoyl)-5-methoxy-2-methyl-, 4-(acetylamino)phenyl ester",Rat,COc1ccc2c(c1)c(CC(=O)Oc1ccc(NC(C)=O)cc1)c(C)n2C(=O)c1ccc(Cl)cc1,-2.7430000000000003,log(mol/kg),https://doi.org/10.1021/tx900189p
4224,"Cyclopropanecarboxylic acid, 2,2-dimethyl-3-(2-methyl-1-propenyl)-, (2-methyl-5-(2-propynyl)-3-furanyl)methyl ester, cis,trans-(+/-)-",Rat,C#CCc1cc(COC(=O)C2C(C=C(C)C)C2(C)C)c(C)o1,-1.332,log(mol/kg),https://doi.org/10.1021/tx900189p
4225,"Ethanesulfonic acid, 2,3-dihydro-3,3-dimethyl-5-benzofuranyl ester",Rat,CCS(=O)(=O)Oc1ccc2c(c1)C(C)(C)CO2,-2.073,log(mol/kg),https://doi.org/10.1021/tx900189p
4226,"4H-1,3-Benzoxazin-4-one, 6-amino-2-(2-chloroethyl)-2,3-dihydro- (8CI)",Rat,Nc1ccc2c(c1)C(=O)NC(CCCl)O2,-2.064,log(mol/kg),https://doi.org/10.1021/tx900189p
4227,"Phenol, 2,2'-thiobis(4,6-dichloro-",Rat,Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O,-4.706,log(mol/kg),https://doi.org/10.1021/tx900189p
4228,"Butanamide, N-(2,4-dimethylphenyl)-3-oxo-",Rat,CC(=O)CC(=O)Nc1ccc(C)cc1C,-1.835,log(mol/kg),https://doi.org/10.1021/tx900189p
4229,"1,2-Benzenedicarboxylic acid, diisotridecyl ester (9CI)",Rat,CC(C)CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCCC(C)C,-1.229,log(mol/kg),https://doi.org/10.1021/tx900189p
4230,"Cyclopropanecarboxylic acid, 3-(2,2-dichloroethenyl)-2,2-dimethyl-, cyano(6-phenoxy-2-pyridinyl)methyl ester",Rat,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)n1,-2.958,log(mol/kg),https://doi.org/10.1021/tx900189p
