id,comp_id,compound_name,species,ld50,units,source
3723,3722,"Propionitrile, 2,3-dichloro- (6CI,7CI,8CI)",Rat,3.751,log(kg/mol),https://doi.org/10.1021/tx900189p
3724,3723,"1,10-Diaza-4,7,13,16-tetraoxacyclooctadecane",Rat,1.887,log(kg/mol),https://doi.org/10.1021/tx900189p
3725,3724,"2-Pentenal, 4,5-epoxy-",Rat,3.199,log(kg/mol),https://doi.org/10.1021/tx900189p
3726,3725,"1,2,3-Propanetricarboxylic acid, 2-hydroxy-",Rat,1.806,log(kg/mol),https://doi.org/10.1021/tx900189p
3727,3726,"3,6,9,12,15-Pentaoxaheptadecane-1,17-diol",Rat,0.946,log(kg/mol),https://doi.org/10.1021/tx900189p
3728,3727,"Formamide, N-(4-bromophenyl)- (9CI)",Rat,2.252,log(kg/mol),https://doi.org/10.1021/tx900189p
3729,3728,"1,3-Propanediol, 2-ethyl-2-(hydroxymethyl)-",Rat,0.978,log(kg/mol),https://doi.org/10.1021/tx900189p
3730,3729,"1,4-Dithiepan-6-one, O-((methylamino)carbonyl)oxime",Rat,2.741,log(kg/mol),https://doi.org/10.1021/tx900189p
3731,3730,"3-Cyclohexene-1-carboxylic acid, (2-cyclohexenyl)methyl ester",Rat,1.918,log(kg/mol),https://doi.org/10.1021/tx900189p
3732,3731,"Acetamide, N-(2,5-dichlorophenyl)-",Rat,1.697,log(kg/mol),https://doi.org/10.1021/tx900189p
3733,3732,"1,3-Propanediol, 2,2-bis((nitrooxy)methyl)-, dinitrate (ester)",Rat,2.28,log(kg/mol),https://doi.org/10.1021/tx900189p
3734,3733,"5H-Imidazo(2,1-a)isoindol-5-ol, 2,3-dihydro-5-(alpha,alpha,alpha-trifluoro-p-tolyl)-",Rat,2.955,log(kg/mol),https://doi.org/10.1021/tx900189p
3735,3734,"3-Cyclohexene-1-methanol, alpha-hydroxymethyl-",Rat,2.124,log(kg/mol),https://doi.org/10.1021/tx900189p
3736,3735,"Phosphinic amide, diphenyl-N-triphenylphosphoranylidene-",Rat,1.853,log(kg/mol),https://doi.org/10.1021/tx900189p
3737,3736,"Phenol, p-vinyl-, acetate (6CI,7CI,8CI)",Rat,2.033,log(kg/mol),https://doi.org/10.1021/tx900189p
3738,3737,"2-Propenoic acid, 3-phenyl-, 1-ethenyl-1,5-dimethyl-4-hexenyl ester",Rat,1.456,log(kg/mol),https://doi.org/10.1021/tx900189p
3739,3738,"3-Cyclohexenecarboxamide, thio-",Rat,3.451,log(kg/mol),https://doi.org/10.1021/tx900189p
3740,3739,"1-Octen-3-ol, 3-methyl-",Rat,1.898,log(kg/mol),https://doi.org/10.1021/tx900189p
3741,3740,"6-Oxa-3,9-dithia-2,4,7-triazadec-7-enoic acid, 2,4,8-trimethyl-5-oxo-, ethyl ester",Rat,3.116,log(kg/mol),https://doi.org/10.1021/tx900189p
3742,3741,"Phosphonic acid, ethyl-, diethyl ester",Rat,1.853,log(kg/mol),https://doi.org/10.1021/tx900189p
3743,3742,"1,2-Benzisothiazol-3(2H)-one",Rat,2.171,log(kg/mol),https://doi.org/10.1021/tx900189p
3744,3743,"2-Cyclohexen-1-one, 3,5,5-trimethyl-",Rat,1.869,log(kg/mol),https://doi.org/10.1021/tx900189p
3745,3744,"Semicarbazide, 1-(alpha,alpha,alpha,alpha',alpha',alpha'-hexafluoro-3,5-xylyl)-4-methyl-3-thio-",Rat,2.884,log(kg/mol),https://doi.org/10.1021/tx900189p
3746,3745,"Phosphinothioic acid, dimethyl-, O-(3-methyl-4-(methylthio)phenyl) ester",Rat,3.148,log(kg/mol),https://doi.org/10.1021/tx900189p
3747,3746,"Benzoxazole, 2-amino-6-bromo-5-chloro-",Rat,3.247,log(kg/mol),https://doi.org/10.1021/tx900189p
3748,3747,"4-Octyne-3,6-diol, 3,6-dimethyl-",Rat,2.085,log(kg/mol),https://doi.org/10.1021/tx900189p
3749,3748,"10-Chloro-2,3,5,6,7,11b-hexahydro-11b-(o-chlorophenyl)benzo(6,7)-1,4-diazepino-(5,4-b)-oxazol-6-one",Rat,2.293,log(kg/mol),https://doi.org/10.1021/tx900189p
3750,3749,"Benzoxazole, 2-amino-5-iodo-",Rat,2.415,log(kg/mol),https://doi.org/10.1021/tx900189p
3751,3750,"3,5-Pyrazolidinedione, 1,2-diphenyl-",Rat,2.402,log(kg/mol),https://doi.org/10.1021/tx900189p
3752,3751,"Propane, 1,2-epoxy-3-(p-vinylphenoxy)- (7CI,8CI)",Rat,2.246,log(kg/mol),https://doi.org/10.1021/tx900189p
3753,3752,"2,2'-Dimethyl-2,2'-azodipropiononitrile",Rat,3.215,log(kg/mol),https://doi.org/10.1021/tx900189p
3754,3753,"2,4-Oxazolidinedione, 3-(3,5-dichlorophenyl)-5,5-dimethyl-",Rat,1.961,log(kg/mol),https://doi.org/10.1021/tx900189p
3755,3754,"Benzoxazole, 5-chloro-2-dimethylamino-",Rat,2.391,log(kg/mol),https://doi.org/10.1021/tx900189p
3756,3755,"1-Butene, 3-bromo-1-chloro-",Rat,3.36,log(kg/mol),https://doi.org/10.1021/tx900189p
3757,3756,"Propanal, 2-methyl-",Rat,1.876,log(kg/mol),https://doi.org/10.1021/tx900189p
3758,3757,"3-Pyrazolidinone, 4,4-dimethyl-1-phenyl-",Rat,3.802,log(kg/mol),https://doi.org/10.1021/tx900189p
3759,3758,"Benzamide, 2-hydroxy-N-(2-hydroxyethyl)- (9CI)",Rat,1.625,log(kg/mol),https://doi.org/10.1021/tx900189p
3760,3759,"2-Propenal, 2-methyl-",Rat,2.7,log(kg/mol),https://doi.org/10.1021/tx900189p
3761,3760,"Phosphoric acid, 2,2-dichloro-1-(3,5-dichlorophenyl)ethenyl diethyl ester (9CI)",Rat,4.294,log(kg/mol),https://doi.org/10.1021/tx900189p
3762,3761,"Dibenzo(c,f)pyrazino(1,2-a)azepine, 1,2,3,4,10,14b-hexahydro-2-methyl-",Rat,2.456,log(kg/mol),https://doi.org/10.1021/tx900189p
3763,3762,"Butyric acid, 4-acetyl-4-chloro-, methyl ester",Rat,1.94,log(kg/mol),https://doi.org/10.1021/tx900189p
3764,3763,"(1,1'-Biphenyl)-3-carboxamide, 4',5-dichloro-N-(4-fluoro-2-methylphenyl)-2-hydroxy-",Rat,2.192,log(kg/mol),https://doi.org/10.1021/tx900189p
3765,3764,"Acetic acid, dichlorophenoxy-, butyl ester",Rat,2.267,log(kg/mol),https://doi.org/10.1021/tx900189p
3766,3765,"2-Propenamide, N,N-diethyl- (9CI)",Rat,1.954,log(kg/mol),https://doi.org/10.1021/tx900189p
3767,3766,"1,1,2-Trichloroethylene",Rat,1.427,log(kg/mol),https://doi.org/10.1021/tx900189p
3768,3767,"Ethanethioic acid, S,S'-1,6-hexanediyl ester (9CI)",Rat,2.667,log(kg/mol),https://doi.org/10.1021/tx900189p
3769,3768,"Acetyl chloride, chloro-",Rat,2.735,log(kg/mol),https://doi.org/10.1021/tx900189p
3770,3769,"Phosphorothioic acid, O,O'-(thiobis(2-methyl-p-phenylene)) O,O,O',O'-tetramethyl ester",Rat,3.296,log(kg/mol),https://doi.org/10.1021/tx900189p
3771,3770,"Acetamide, N-3-dibenzothienyl-",Rat,2.305,log(kg/mol),https://doi.org/10.1021/tx900189p
3772,3771,"2-Propenamide, N,N-dimethyl-",Rat,2.497,log(kg/mol),https://doi.org/10.1021/tx900189p
3773,3772,"Acetamide, N-((4-bromophenyl)methyl)-2-fluoro- (9CI)",Rat,2.778,log(kg/mol),https://doi.org/10.1021/tx900189p
3774,3773,"Acetamide, 2-chloro-",Rat,2.831,log(kg/mol),https://doi.org/10.1021/tx900189p
3775,3774,"Acetamide, 2-chloro-N-(2,6-dimethylphenyl)-N-((2-methylpropoxy)methyl)- (9CI)",Rat,2.204,log(kg/mol),https://doi.org/10.1021/tx900189p
3776,3775,"Benzene, (2-(2-ethoxyethoxy)ethoxy)-",Rat,1.992,log(kg/mol),https://doi.org/10.1021/tx900189p
3777,3776,"Monobromoacetic acid",Rat,3.444,log(kg/mol),https://doi.org/10.1021/tx900189p
3778,3777,"Ethane, 1,1,2,2-tetrabromo-",Rat,2.459,log(kg/mol),https://doi.org/10.1021/tx900189p
3779,3778,"1H-Azepine, hexahydro-1-(2-ethoxy-2-phenyl-N-propylacetimidoyl)-",Rat,3.138,log(kg/mol),https://doi.org/10.1021/tx900189p
3780,3779,"2-Pyrrolidinone, 1-ethyl-",Rat,1.923,log(kg/mol),https://doi.org/10.1021/tx900189p
3781,3780,"Salicylic acid, isopropyl ester, ester with O-methyl phosphoramidothioate",Rat,3.762,log(kg/mol),https://doi.org/10.1021/tx900189p
3782,3781,"2-Propenamide, 2-methyl-",Rat,2.268,log(kg/mol),https://doi.org/10.1021/tx900189p
3783,3782,"2-Pyrrolidinone, 1-octyl-",Rat,1.983,log(kg/mol),https://doi.org/10.1021/tx900189p
3784,3783,"1H-Azepine, hexahydro-1-(2-methoxy-2-phenyl-N-propylacetimidoyl)-",Rat,3.72,log(kg/mol),https://doi.org/10.1021/tx900189p
3785,3784,"Benzo(c)phenanthridine, 4b,5,6,10b,11,12-hexahydro-5-methyl-, trans-",Rat,2.395,log(kg/mol),https://doi.org/10.1021/tx900189p
3786,3785,"2-Propenoic acid, 2-methyl-",Rat,1.91,log(kg/mol),https://doi.org/10.1021/tx900189p
3787,3786,"Benzenamine, N-(2-methyl-2-nitropropyl)-p-nitroso- (9CI)",Rat,1.913,log(kg/mol),https://doi.org/10.1021/tx900189p
3788,3787,"Ketone, 1,1,2,3,3,6-hexamethylindan-5-yl methyl",Rat,2.158,log(kg/mol),https://doi.org/10.1021/tx900189p
3789,3788,"1,3,5,7-Tetrazocine, octahydro-1,3,5,7-tetranitro-",Rat,1.659,log(kg/mol),https://doi.org/10.1021/tx900189p
3790,3789,"1,2,4-Benzenetricarboxylic acid, triallyl ester (7CI,8CI)",Rat,2.139,log(kg/mol),https://doi.org/10.1021/tx900189p
3791,3790,"Acetamide, N-(5,6,7,8-tetrahydrocarbazol-1-yl)-",Rat,1.771,log(kg/mol),https://doi.org/10.1021/tx900189p
3792,3791,"Carbonochloridic acid, 2-ethylhexyl ester",Rat,1.551,log(kg/mol),https://doi.org/10.1021/tx900189p
3793,3792,"Retinol, all-trans-, palmitate",Rat,1.822,log(kg/mol),https://doi.org/10.1021/tx900189p
3794,3793,"2-Butanone, 1-(p-chlorophenoxy)-3,3-dimethyl- (8CI)",Rat,1.688,log(kg/mol),https://doi.org/10.1021/tx900189p
3795,3794,"2,3-Butanediol, 2-(4-chlorophenyl)-3-methyl- (9CI)",Rat,2.412,log(kg/mol),https://doi.org/10.1021/tx900189p
3796,3795,"Acetamidine, 2-(4-chlorophenyl)-N,N'-dipropyl-2-ethoxy-",Rat,3.8,log(kg/mol),https://doi.org/10.1021/tx900189p
3797,3796,"Ethylene, 1,2-dichloro-1-(methylsulfonyl)-",Rat,3.458,log(kg/mol),https://doi.org/10.1021/tx900189p
3798,3797,"Phenol, 4,4'-(1-methylethylidene)bis(2,6-dichloro-",Rat,1.692,log(kg/mol),https://doi.org/10.1021/tx900189p
3799,3798,"Isovaleric acid, 2-bromo-, 1,1,1-trichloroisopropyl ester",Rat,2.435,log(kg/mol),https://doi.org/10.1021/tx900189p
3800,3799,"Benzenamine, 2-ethyl-6-methyl-",Rat,2.184,log(kg/mol),https://doi.org/10.1021/tx900189p
3801,3800,"Propylamine, N-ethyl-1,2-dimethyl- (7CI)",Rat,2.42,log(kg/mol),https://doi.org/10.1021/tx900189p
3802,3801,"3-Cyclohexene-1-methanol, alpha,alpha,4-trimethyl-, acetate",Rat,1.587,log(kg/mol),https://doi.org/10.1021/tx900189p
3803,3802,"Heptanoic acid, 2-(4-(3-(2-(trifluoromethyl)-10H-phenothiazin-10-yl)propyl)-1-piperazinyl)ethyl ester",Rat,3.378,log(kg/mol),https://doi.org/10.1021/tx900189p
3804,3803,"1-Piperazineacetic acid, 4-methyl-, ((5-nitro-2-furanyl)methylene)hydrazide (9CI)",Rat,2.475,log(kg/mol),https://doi.org/10.1021/tx900189p
3805,3804,"Acetic acid, (o-(2,6-dichloro-4-hydroxyanilino)phenyl)-",Rat,3.216,log(kg/mol),https://doi.org/10.1021/tx900189p
3806,3805,"Aniline, N,N-dimethyl-p-phenylazo-, N-oxide",Rat,2.04,log(kg/mol),https://doi.org/10.1021/tx900189p
3807,3806,"2-Aziridinecarboxamide, 1-(1-(2-cyano-1-aziridinyl)-1-methylethyl)-",Rat,1.797,log(kg/mol),https://doi.org/10.1021/tx900189p
3808,3807,"Benzenesulfonamide, 4-amino-N-(5-(1-methylethyl)-1,3,4-thiadiazol-2-yl)-",Rat,1.879,log(kg/mol),https://doi.org/10.1021/tx900189p
3809,3808,"1-Piperazineacetic acid, 4-dodecyl-, (5-nitrofurfurylidene)hydrazide",Rat,2.539,log(kg/mol),https://doi.org/10.1021/tx900189p
3810,3809,"1-Piperazineacetic acid, 4-(diethylcarbamoyl)-, 2-(5-nitrofurfurylidene)hydrazide",Rat,3.677,log(kg/mol),https://doi.org/10.1021/tx900189p
3811,3810,"Phosphorothioic acid, O-(5-chloro-1,6-dihydro-1-methyl-6-oxo-4-pyridazinyl) O-ethyl O-(1-methylethyl) ester",Rat,3.461,log(kg/mol),https://doi.org/10.1021/tx900189p
3812,3811,"Carbamic acid, methyl-, carvacryl ester",Rat,2.919,log(kg/mol),https://doi.org/10.1021/tx900189p
3813,3812,"2-Propenoic acid, 2-chloro-, methyl ester (9CI)",Rat,3.249,log(kg/mol),https://doi.org/10.1021/tx900189p
3814,3813,"Dipyrido(1,2-a:2',1'-c)pyrazinediium, 6,7-dihydro-",Rat,2.902,log(kg/mol),https://doi.org/10.1021/tx900189p
3815,3814,"1-Piperazineacetic acid, 4-acetyl-, 2-(5-nitrofurfurylidene)hydrazide",Rat,2.966,log(kg/mol),https://doi.org/10.1021/tx900189p
3816,3815,"Phosphorothioic acid, O-(2,3-dihydro-5-methoxy-2-methyl-3-oxo-4-pyridazinyl) O-ethyl O-(1-methylethyl) ester",Rat,4.11,log(kg/mol),https://doi.org/10.1021/tx900189p
3817,3816,"2-Imidazolidinone, 1,3-dimethyl-",Rat,1.958,log(kg/mol),https://doi.org/10.1021/tx900189p
3818,3817,"Phosphorothioic acid, O-(1,6-dihydro-5-methoxy-1-methyl-6-oxo-4-pyridazinyl) S-ethyl O-(1-methylethyl) ester",Rat,3.964,log(kg/mol),https://doi.org/10.1021/tx900189p
3819,3818,"1-Piperazinepropionic acid, 4-methyl-, 2-(5-nitrofurfurylidene)hydrazide",Rat,3.013,log(kg/mol),https://doi.org/10.1021/tx900189p
3820,3819,"Methanol, phosphinidynetri- (7CI,8CI)",Rat,2.843,log(kg/mol),https://doi.org/10.1021/tx900189p
3821,3820,"Naphthalene-1,5-disulphonic acid",Rat,0.983,log(kg/mol),https://doi.org/10.1021/tx900189p
3822,3821,"Isocyanic acid, alpha,alpha,alpha',alpha'-tetramethyl-m-xylylene ester (8CI)",Rat,1.725,log(kg/mol),https://doi.org/10.1021/tx900189p
3823,3822,"1-Piperazineacetic acid, 4-phenethyl-, 2-(5-nitrofurfurylidene)hydrazide",Rat,3.331,log(kg/mol),https://doi.org/10.1021/tx900189p
3824,3823,"1-Piperazineacetamide, N-cyclohexyl-",Rat,1.762,log(kg/mol),https://doi.org/10.1021/tx900189p
3825,3824,"1,4,5,8-Naphthalenetetracarboxylic 1,8:4,5-dianhydride (8CI)",Rat,1.559,log(kg/mol),https://doi.org/10.1021/tx900189p
3826,3825,"Benzeneacetic acid, 4-cyclohexyl-alpha-methyl- (9CI)",Rat,2.916,log(kg/mol),https://doi.org/10.1021/tx900189p
3827,3826,"2,6-Octadiene-1,8-diol, 2-(4,8-dimethyl-3,7-nonadienyl)-6-methyl-, (Z,E,E)- (9CI)",Rat,1.449,log(kg/mol),https://doi.org/10.1021/tx900189p
3828,3827,"Benzamide, N-butyl-",Rat,1.538,log(kg/mol),https://doi.org/10.1021/tx900189p
3829,3828,"5,9,14,18-Anthrazinetetrone, 6,15-dihydro-",Rat,2.345,log(kg/mol),https://doi.org/10.1021/tx900189p
3830,3829,"2H-1,2-Benzothiazine-3-carboxylic acid, 4-hydroxy-2-methyl-, ethyl ester, 1,1-dioxide",Rat,1.771,log(kg/mol),https://doi.org/10.1021/tx900189p
3831,3830,"Hydrazinecarboxylic acid, 2-(6-(ethyl(2-hydroxypropyl)amino)-3-pyridazinyl)-, ethyl ester",Rat,2.138,log(kg/mol),https://doi.org/10.1021/tx900189p
3832,3831,"Benzoic acid, 2-amino-3,5-dichloro- (9CI)",Rat,1.699,log(kg/mol),https://doi.org/10.1021/tx900189p
3833,3832,"Naphthalene-1,8-dicarboxylic anhydride",Rat,1.206,log(kg/mol),https://doi.org/10.1021/tx900189p
3834,3833,"Thiocyanic acid, 1-chloro-1,2-ethanediyl ester",Rat,3.261,log(kg/mol),https://doi.org/10.1021/tx900189p
3835,3834,"Phenethylamine, 2,5-dimethoxy-alpha-methyl- (6CI,7CI,8CI)",Rat,3.058,log(kg/mol),https://doi.org/10.1021/tx900189p
3836,3835,"2,2-Propanediamine, 1,3-bis(2,2-dinitro-2-fluoroethoxy)-N,N,N',N'-tetrafluoro-",Rat,2.744,log(kg/mol),https://doi.org/10.1021/tx900189p
3837,3836,"1,8-Anthracenedisulfonic acid, 9,10-dihydro-9,10-dioxo-",Rat,2.294,log(kg/mol),https://doi.org/10.1021/tx900189p
3838,3837,"4(1H)-Pyrimidinone, 6-methyl-2-(1-methylethyl)-",Rat,1.751,log(kg/mol),https://doi.org/10.1021/tx900189p
3839,3838,"Imidocarbonic acid, cyano-, dimethyl ester (8CI)",Rat,1.881,log(kg/mol),https://doi.org/10.1021/tx900189p
3840,3839,"5H-Furo(3,2-g)(1)benzopyran-5-one, 4-methoxy-7-methyl-",Rat,2.442,log(kg/mol),https://doi.org/10.1021/tx900189p
3841,3840,"Phosphorodithioic acid, S-(2-((4-chlorophenyl)(1-methylethyl)amino)-2-oxoethyl)-, O,O-dimethyl ester",Rat,2.892,log(kg/mol),https://doi.org/10.1021/tx900189p
3842,3841,"2-Propanone, O-((phenylamino)carbonyl)oxime (9CI)",Rat,2.096,log(kg/mol),https://doi.org/10.1021/tx900189p
3843,3842,"8-Azabicyclo(3.2.1)octane-8-carboxylic acid, 3-((hydrazinocarbonyl)oxy)-, phenyl ester, endo-",Rat,1.786,log(kg/mol),https://doi.org/10.1021/tx900189p
3844,3843,"Benzeneacetic acid, 4-chloro-alpha-(4-chlorophenyl)- (9CI)",Rat,2.58,log(kg/mol),https://doi.org/10.1021/tx900189p
3845,3844,"2-Propanol, 1,1'-(pentamethylenedioxy)bis(3-chloro-",Rat,2.109,log(kg/mol),https://doi.org/10.1021/tx900189p
3846,3845,"1H-Indene-1,3(2H)-dione, 2-(2,2-dimethyl-1-oxopropyl)-",Rat,2.915,log(kg/mol),https://doi.org/10.1021/tx900189p
3847,3846,"Propanol, ((1-methyl-1,2-ethanediyl)bis(oxy))bis-",Rat,1.807,log(kg/mol),https://doi.org/10.1021/tx900189p
3848,3847,"Prosta-2,13-dien-1-oic acid, 11,15-dihydroxy-16,16-dimethyl-9-oxo-, methyl ester, (2E,11alpha,13E,15R)-",Rat,3.844,log(kg/mol),https://doi.org/10.1021/tx900189p
3849,3848,"Ethanol, 2-(cyclohexylamino)-",Rat,0.573,log(kg/mol),https://doi.org/10.1021/tx900189p
3850,3849,"Cholan-24-oic acid, 3,12-dihydroxy-, (3-alpha,5-beta,12-alpha)- (9CI)",Rat,2.594,log(kg/mol),https://doi.org/10.1021/tx900189p
3851,3850,"Pteridine, 6-o-tolyl-2,4,7-triamino-",Rat,2.172,log(kg/mol),https://doi.org/10.1021/tx900189p
3852,3851,"Methanone, (4-butylphenyl)(2-fluorophenyl)-",Rat,2.506,log(kg/mol),https://doi.org/10.1021/tx900189p
3853,3852,"Isocyanic acid, 3-(triethoxysilyl)propyl ester (8CI)",Rat,2.544,log(kg/mol),https://doi.org/10.1021/tx900189p
3854,3853,"Ibogamine, 12-methoxy-",Rat,2.977,log(kg/mol),https://doi.org/10.1021/tx900189p
3855,3854,"Not Available",Rat,2.03,log(kg/mol),https://doi.org/10.1021/tx900189p
3856,3855,"9,10-Anthracenedione, 1,4-diamino-2-methoxy-",Rat,2.479,log(kg/mol),https://doi.org/10.1021/tx900189p
3857,3856,"Benzoic acid, 2-(((2-methoxyphenyl)methylene)amino)-",Rat,2.231,log(kg/mol),https://doi.org/10.1021/tx900189p
3858,3857,"4H-Pyrido(1,2-a)pyrimidine-3-carboxamide, 1,6,7,8-tetrahydro-1,6-dimethyl-4-oxo-",Rat,2.47,log(kg/mol),https://doi.org/10.1021/tx900189p
3859,3858,"1,4-Benzodioxin-2-carboxylic acid, 2,3-dihydro-, propyl ester (9CI)",Rat,1.475,log(kg/mol),https://doi.org/10.1021/tx900189p
3860,3859,"Glutaryl chloride (7CI,8CI)",Rat,2.827,log(kg/mol),https://doi.org/10.1021/tx900189p
3861,3860,"4,7-Phenanthroline-5,6-quinone",Rat,4.624,log(kg/mol),https://doi.org/10.1021/tx900189p
3862,3861,"1,1':2',1''-Terphenyl",Rat,2.084,log(kg/mol),https://doi.org/10.1021/tx900189p
3863,3862,"1,2,4-Triazin-5(4H)one, 4-amino-6-(1,1-dimethylethyl)-3-(ethylthio)-",Rat,2.581,log(kg/mol),https://doi.org/10.1021/tx900189p
3864,3863,"1-Naphthaleneacetic acid, methyl ester",Rat,2.023,log(kg/mol),https://doi.org/10.1021/tx900189p
3865,3864,"Benzimidazol-6-ol, 5-chloro-2-(trifluoromethyl)-",Rat,3.63,log(kg/mol),https://doi.org/10.1021/tx900189p
3866,3865,"Phosphoric acid, 2-(1-methylethyl)phenyl diphenyl ester",Rat,1.566,log(kg/mol),https://doi.org/10.1021/tx900189p
3867,3866,"Urea, (2-ethylcrotonoyl)-, trans-",Rat,1.796,log(kg/mol),https://doi.org/10.1021/tx900189p
3868,3867,"9,10-Anthracenedione, 2-ethyl-",Rat,1.927,log(kg/mol),https://doi.org/10.1021/tx900189p
3869,3868,"Benzimidazol-5-ol, 4,6-dichloro-2-(trifluoromethyl)-",Rat,3.67,log(kg/mol),https://doi.org/10.1021/tx900189p
3870,3869,"Benzenepropanamide, N-(2-aminoethyl)-3,5-bis(1,1-dimethylethyl)-4-hydroxy-",Rat,2.313,log(kg/mol),https://doi.org/10.1021/tx900189p
3871,3870,"Benzene, ethenylmethyl-",Rat,1.719,log(kg/mol),https://doi.org/10.1021/tx900189p
3872,3871,"2,6-Piperidinedione, 4-(2-(5-(acetyloxy)-3,5-dimethyl-2-oxocyclohexyl)-2-hydroxyethyl)-, (1S-(1alpha(S*),3alpha,5alpha))- (9CI)",Rat,6.332,log(kg/mol),https://doi.org/10.1021/tx900189p
3873,3872,"1,2-Benzenedicarboxylic acid, diphenyl ester",Rat,1.6,log(kg/mol),https://doi.org/10.1021/tx900189p
3874,3873,"Isocyanic acid, p-isopropenyl-alpha,alpha-dimethylbenzyl ester",Rat,1.66,log(kg/mol),https://doi.org/10.1021/tx900189p
3875,3874,"1-Penten-3-one, 2-methyl-",Rat,2.37,log(kg/mol),https://doi.org/10.1021/tx900189p
3876,3875,"1H-1,2,4-Triazole-1-carboxamide, 3-tert-butyl-N,N-dimethyl-5-(methylthio)-",Rat,4.208,log(kg/mol),https://doi.org/10.1021/tx900189p
3877,3876,"Benzoic acid, 2-benzoyl-",Rat,1.692,log(kg/mol),https://doi.org/10.1021/tx900189p
3878,3877,"1,2-Benzenedicarboxylic acid, 2-butoxy-2-oxoethyl butyl ester",Rat,1.682,log(kg/mol),https://doi.org/10.1021/tx900189p
3879,3878,"Acetamide, 2-chloro-2,2-difluoro-N-(2-methyl-4-(((methylamino)carbonyl)oxy)phenyl)-",Rat,3.781,log(kg/mol),https://doi.org/10.1021/tx900189p
3880,3879,"Yohimban-16-carboxylic acid, 18-hydroxy-11,17-dimethoxy-, methyl ester, (3beta,16beta,17alpha,18beta,20alpha)- (9CI)",Rat,2.937,log(kg/mol),https://doi.org/10.1021/tx900189p
3881,3880,"Naphtho(2,3-c)furan-1(3H)-one, 9-(1,3-benzodioxol-5-yl)-4-((3,4-di-O-methyl-D-xylopyranosyl)oxy)-6,7-dimethoxy-",Rat,4.636,log(kg/mol),https://doi.org/10.1021/tx900189p
3882,3881,"Acetic acid, mercapto-, isooctyl ester",Rat,2.769,log(kg/mol),https://doi.org/10.1021/tx900189p
3883,3882,"Benzoic acid, 2-(((3-methylphenyl)amino)carbonyl)-",Rat,1.688,log(kg/mol),https://doi.org/10.1021/tx900189p
3884,3883,"Ethanesulfonamide, N-(2,6-dimethyl-4-(((methylamino)carbonyl)oxy)phenyl)-",Rat,2.565,log(kg/mol),https://doi.org/10.1021/tx900189p
3885,3884,"Benzenesulfonyl chloride, o-chloro- (6CI,7CI,8CI)",Rat,1.449,log(kg/mol),https://doi.org/10.1021/tx900189p
3886,3885,"Phosphorous acid, triisooctyl ester",Rat,1.658,log(kg/mol),https://doi.org/10.1021/tx900189p
3887,3886,"Urea, N,N'-diethyl-N,N'-diphenyl-",Rat,1.989,log(kg/mol),https://doi.org/10.1021/tx900189p
3888,3887,"Benzoyl chloride, 3,5-dichloro-",Rat,2.421,log(kg/mol),https://doi.org/10.1021/tx900189p
3889,3888,"2-Chloro-N-(((4-methoxy-6-methyl-1,3,5-triazin-2-yl)amino)carbonyl)benzenesulphonamide",Rat,1.81,log(kg/mol),https://doi.org/10.1021/tx900189p
3890,3889,"Isooctanoic acid",Rat,2.205,log(kg/mol),https://doi.org/10.1021/tx900189p
3891,3890,"1-Butanesulfonamide, N-cyclohexyl-",Rat,1.891,log(kg/mol),https://doi.org/10.1021/tx900189p
3892,3891,"Isocyanic acid, m-chlorophenyl ester",Rat,1.563,log(kg/mol),https://doi.org/10.1021/tx900189p
3893,3892,"Inosine 5'-(trihydrogen pyrophosphate)",Rat,2.053,log(kg/mol),https://doi.org/10.1021/tx900189p
3894,3893,"L-Cysteine, N-(2-mercapto-2-methyl-1-oxopropyl)-",Rat,1.758,log(kg/mol),https://doi.org/10.1021/tx900189p
3895,3894,"2-Butenedioic acid (Z)-, dioctyl ester (9CI)",Rat,1.38,log(kg/mol),https://doi.org/10.1021/tx900189p
3896,3895,"2,4-Imidazolidinedione, 3-ethyl-5-phenyl-",Rat,2.134,log(kg/mol),https://doi.org/10.1021/tx900189p
3897,3896,"Benzoyl chloride, dichloro-",Rat,1.953,log(kg/mol),https://doi.org/10.1021/tx900189p
3898,3897,"1,4-Dioxane, dimethyl- (9CI)",Rat,1.588,log(kg/mol),https://doi.org/10.1021/tx900189p
3899,3898,"1H-Purine-2,6-dione, 3,7-dihydro-1,8-dimethyl-3-(2-methylbutyl)-",Rat,3.451,log(kg/mol),https://doi.org/10.1021/tx900189p
3900,3899,"Silane, triethoxyoctyl-",Rat,1.495,log(kg/mol),https://doi.org/10.1021/tx900189p
3901,3900,"Naphthalene, 1-(chloromethyl)-",Rat,2.298,log(kg/mol),https://doi.org/10.1021/tx900189p
3902,3901,"3H-Pyrazol-3-one, 2,4-dihydro-5-methyl-2-(4-methylphenyl)-",Rat,1.403,log(kg/mol),https://doi.org/10.1021/tx900189p
3903,3902,"Acetic acid, isocyanato-, ethyl ester",Rat,2.058,log(kg/mol),https://doi.org/10.1021/tx900189p
3904,3903,"1,3-Propanediamine, N-(3-(trimethoxysilyl)propyl)-",Rat,1.797,log(kg/mol),https://doi.org/10.1021/tx900189p
3905,3904,"3-Pyridinecarboxamide, N-(2-(nitrooxy)ethyl)-",Rat,2.238,log(kg/mol),https://doi.org/10.1021/tx900189p
