Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties
CHEMBL3086191,,0,302.27,0,2.71,Cn1cc([N+](=O)[O-])cc1-c1nnc(Cc2ccccc2F)o1,MIC,'=',1.56,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL3089710,Antibacterial activity against Escherichia coli ATCC 25922 by two fold broth dilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL3085642,1,Scientific Literature,Eur. J. Med. Chem.,2013,None,
CHEMBL1831239,,0,483.37,0,3.33,CCN(CC)CCCNC(=O)c1c2c(n3cc(Br)ccc13)C(=O)c1ncccc1C2=O,MIC,'>',64.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL1831455,Antimicrobial activity against Escherichia coli ATCC 25922 by broth microdilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1828603,1,Scientific Literature,Eur. J. Med. Chem.,2011,None,
CHEMBL2282231,,0,386.28,0,1.27,O=C(CCl)N1CCN(CCN2C(=O)C(Cl)C2c2ccc(O)cc2)CC1,MIC,'=',4.68,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL3077053,Antimicrobial activity against Escherichia coli ATCC 25922 assessed as growth inhibition by broth dilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL3045546,1,Scientific Literature,Med Chem Res,2013,None,
CHEMBL1275802,PEXIGANAN,3,2477.22,None,None,CC[C@H](C)[C@H](NC(=O)CN)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(N)=O)[C@@H](C)CC)C(C)C,MIC,'=',16.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL1768461,Antibacterial activity against Escherichia coli ATCC 25922 after 18 hrs by microbroth dilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1765053,1,Scientific Literature,J. Med. Chem.,2011,None,
CHEMBL2282233,,0,416.31,0,1.27,COc1cc(C2C(Cl)C(=O)N2CCN2CCN(C(=O)CCl)CC2)ccc1O,MIC,'=',9.37,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL3077053,Antimicrobial activity against Escherichia coli ATCC 25922 assessed as growth inhibition by broth dilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL3045546,1,Scientific Literature,Med Chem Res,2013,None,
CHEMBL430,GEMIFLOXACIN,4,389.39,0,0.97,CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN,MIC,'=',4.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL1292574,Antibacterial activity against Escherichia coli ATCC 25922 after 18 to 24 hrs by twofold serial dilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1287651,1,Scientific Literature,Eur. J. Med. Chem.,2010,None,
CHEMBL3115937,,0,1554.77,None,None,CC[C@H](C)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CO)NC(=O)CNC(=O)[C@@H](CCN)NC(=O)[C@H](NC(=O)COCCOCCOC)C(C)C)C(C)C)C(=O)N[C@@H](C)C(=O)O,MIC,'>',100.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL3117433,Antibacterial activity against Escherichia coli ATCC 25922 assessed as growth inhibition by broth dilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL3112395,1,Scientific Literature,J. Med. Chem.,2014,None,
CHEMBL3115936,,0,1570.86,None,None,CC[C@H](C)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CO)NC(=O)CNC(=O)[C@@H](CCN)NC(=O)[C@H](NC(=O)CC12CC3CC(CC(C3)C1)C2)C(C)C)C(C)C)C(=O)N[C@@H](C)C(=O)O,MIC,'=',6.25,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL3117433,Antibacterial activity against Escherichia coli ATCC 25922 assessed as growth inhibition by broth dilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL3112395,1,Scientific Literature,J. Med. Chem.,2014,None,
CHEMBL8,CIPROFLOXACIN,4,331.35,0,1.58,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,MIC,'=',0.25,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL1694338,Antibacterial activity against Escherichia coli ATCC 25922 harboring GyrA S83L mutant and ParC S80R mutant by broth microdilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1687848,1,Scientific Literature,Antimicrob. Agents Chemother.,2011,None,
CHEMBL1668454,,0,490.48,0,2.19,C[C@@H](O)[C@@H](NC(=O)N1CCN(c2ccc(C#Cc3ccc(C(F)(F)F)cc3)cc2)CC1)C(=O)NO,MIC,'=',12.5,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL1670846,Antimicrobial activity against Escherichia coli ATCC 25922 by broth dilution assay,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1667853,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2011,None,
CHEMBL1644451,,0,263.68,0,0.02,Cn1n[n+](C)c2c1C(=O)c1ccccc1C2=O.[Cl-],MIC,'=',32.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL1647491,Antibacterial activity against Escherichia coli ATCC 25922 after 12 to 18 hrs by twofold dilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1641534,1,Scientific Literature,Bioorg. Med. Chem.,2011,None,
CHEMBL1668464,,0,421.50,0,1.14,C[C@@H](N)[C@@H](NC(=O)N1CCN(c2ccc(C#Cc3ccccc3)cc2)CC1)C(=O)NO,MIC,'=',1.56,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL1670846,Antimicrobial activity against Escherichia coli ATCC 25922 by broth dilution assay,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1667853,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2011,None,
CHEMBL374478,RIFAMPIN,4,822.95,3,4.34,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,MIC,'=',0.25,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL1638325,Antimicrobial activity against Escherichia coli ATCC 25922 in presence of 8 ug/ml NAB741,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1629695,1,Scientific Literature,Antimicrob. Agents Chemother.,2010,None,
CHEMBL374478,RIFAMPIN,4,822.95,3,4.34,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,MIC,'=',4.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL1638330,Antimicrobial activity against Escherichia coli ATCC 25922 by Etest method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1629695,1,Scientific Literature,Antimicrob. Agents Chemother.,2010,None,
CHEMBL2164969,RABELOMYCIN,0,338.31,0,1.75,C[C@]1(O)CC(=O)c2c(cc(O)c3c2C(=O)c2cccc(O)c2C3=O)C1,MIC,'=',16.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL2168059,Antibacterial activity against Escherichia coli ATCC 25922 after 18 hrs by broth microdilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL2163340,1,Scientific Literature,J. Nat. Prod.,2012,None,
CHEMBL1911465,,0,363.30,0,2.75,Cc1[nH]cnc1/C=N/NC(=O)c1cnc2c(C(F)(F)F)cccc2c1O,MIC,'=',0.4,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL2173582,Antibacterial activity against Escherichia coli ATCC 25922 after 18 to 24 hrs by serial plate dilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL2169751,1,Scientific Literature,Eur. J. Med. Chem.,2011,None,
CHEMBL2153810,,0,384.03,0,3.84,Nc1ccc(-c2nnc(-c3cc(Br)c(Br)[nH]3)o2)cc1,MIC,'=',1.56,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL2156756,Antibacterial activity against Escherichia coli ATCC 25922 after 24 hrs by broth dilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL2150987,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012,None,
CHEMBL2153812,,0,399.04,0,4.27,COc1ccc(-c2nnc(-c3cc(Br)c(Br)[nH]3)o2)cc1,MIC,'=',3.125,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL2156756,Antibacterial activity against Escherichia coli ATCC 25922 after 24 hrs by broth dilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL2150987,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012,None,
CHEMBL2159987,,0,481.52,0,3.51,COc1ccc(CN2CCN(c3cc4c(cc3F)c(=O)c(C(=O)O)cn4C3CC3)CC2)cc1OC,MIC,'=',0.5,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL2162095,Antibacterial activity against Escherichia coli ATCC 25922 after 18 to 24 hrs by NCCLS method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL2157880,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012,None,
CHEMBL1288849,,0,1327.73,None,None,NCCC[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CCCN)NC(=O)[C@H](C23CC4CC(CC(C4)C2)C3)NC(=O)[C@H](CCCN)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CCCN)NC(=O)[C@H](C23CC4CC(CC(C4)C2)C3)NC1=O,MIC,'=',8.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL2148518,Antibacterial activity against Escherichia coli ATCC 25922 after 24 hrs by broth dilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL2146376,1,Scientific Literature,Bioorg. Med. Chem.,2012,None,
CHEMBL2146962,,0,1157.47,None,None,CC(C)[C@@H]1NC(=O)[C@H](CCCN)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CCCN)NC(=O)[C@H](C(C)(C)C)NC(=O)[C@H](CCCN)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CCCN)NC1=O,MIC,'>',64.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL2148518,Antibacterial activity against Escherichia coli ATCC 25922 after 24 hrs by broth dilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL2146376,1,Scientific Literature,Bioorg. Med. Chem.,2012,None,
CHEMBL373496,GRAMICIDIN S,0,1141.47,None,None,CC(C)C[C@@H]1NC(=O)[C@H](CCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC1=O,MIC,'=',32.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL2148518,Antibacterial activity against Escherichia coli ATCC 25922 after 24 hrs by broth dilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL2146376,1,Scientific Literature,Bioorg. Med. Chem.,2012,None,
CHEMBL112830,,0,302.46,0,4.89,C=C1CC[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1C/C=C(/C=O)CC=O,MIC,'=',25.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL2409922,Antibacterial activity against Escherichia coli ATCC 25922 after 18 hrs by microdilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL2407021,1,Scientific Literature,Eur. J. Med. Chem.,2013,None,
CHEMBL1241155,,0,355.50,0,3.93,Clc1ccc(CN(CCBr)CCBr)cc1,MIC,'=',16.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL1246427,Antibacterial activity against Escherichia coli ATCC 25922 after 24 hrs by micro-broth dilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1240446,1,Scientific Literature,Eur. J. Med. Chem.,2010,None,
CHEMBL1163199,PHENOTHIOSTYRENE,0,246.36,0,3.36,N#Cc1cccc(/C=C/SC2=NCCS2)c1,MIC,'>',128.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL1167747,Antibacterial activity against Escherichia coli ATCC 25922 after 18 to 24 hrs by microtiter plate method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1166008,1,Scientific Literature,Bioorg. Med. Chem.,2010,None,
CHEMBL3039597,GENTAMICIN,4,1390.73,None,None,CNC(C)[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O)O1.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](C(C)N)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CN)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,MIC,'=',1.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL1247073,Antibacterial activity against Escherichia coli ATCC 25922 expressing KPC beta lactamase,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1240385,1,Scientific Literature,Antimicrob. Agents Chemother.,2010,None,
CHEMBL2283540,,0,304.37,0,2.44,C/C(=N\N(C)S(=O)(=O)c1ccccc1)c1ccccc1O,MIC,'=',1000.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL3076349,Antibacterial activity against Escherichia coli ATCC 25922 after 18 to 24 hr by broth microdilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL3044670,1,Scientific Literature,Med Chem Res,2013,None,
CHEMBL127,MEROPENEM,4,383.47,0,-0.31,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,MIC,'<=',0.03,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL1632923,Antimicrobial activity against Escherichia coli ATCC 25922 harboring bla CTX-M-3a gene by broth microdilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1629672,1,Scientific Literature,Antimicrob. Agents Chemother.,2009,None,
CHEMBL1741,CLARITHROMYCIN,4,747.96,2,2.44,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,MIC,'=',1.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL1638324,Antimicrobial activity against Escherichia coli ATCC 25922 in presence of 4 ug/ml NAB741,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1629695,1,Scientific Literature,Antimicrob. Agents Chemother.,2010,None,
CHEMBL148,IMIPENEM,4,299.35,0,-0.18,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,MIC,'=',0.125,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL1632923,Antimicrobial activity against Escherichia coli ATCC 25922 harboring bla CTX-M-3a gene by broth microdilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1629672,1,Scientific Literature,Antimicrob. Agents Chemother.,2009,None,
CHEMBL1632629,,0,458.47,0,4.93,COc1ccc(C(=O)/C=C/c2ccc(OCc3nnc(-c4ccccc4O)o3)c(OC)c2)cc1,MIC,'=',6.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL1635941,Antibacterial activity against Escherichia coli ATCC 25922 after 24 hrs by broth dilution technique,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1629517,1,Scientific Literature,Eur. J. Med. Chem.,2010,None,
CHEMBL1631481,,0,576.30,2,5.88,O=S(=O)(c1ccc(Br)cc1)c1ccc(-c2nnc3sc(-c4ccc(Br)cc4)nn23)cc1,MIC,'=',256.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL1638691,Antimicrobial activity against Escherichia coli ATCC 25922 after18 to 20 hrs by broth dilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1629422,1,Scientific Literature,Eur. J. Med. Chem.,2010,None,
CHEMBL1952386,,0,346.24,0,1.23,NC(=O)c1noc(-c2c(F)c(F)c(N3CCOCC3)c(F)c2F)n1,MIC,'=',128.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL1952529,Antibacterial activity against Escherichia coli ATCC 25922 after 16 to 20 hrs by microbroth dilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1949535,1,Scientific Literature,Eur. J. Med. Chem.,2012,None,
CHEMBL1278074,,0,350.51,0,2.72,CSc1ccc(Cc2nn(CN3CCN(C)CC3)c(=S)o2)cc1,MIC,'=',12.5,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL1287535,Antibacterial activity against Escherichia coli ATCC 25922 after 3 to 4 days by serial plate dilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1275314,1,Scientific Literature,Eur. J. Med. Chem.,2010,None,
CHEMBL1210060,,0,405.39,1,7.03,CCCCCCC/C=N/Nc1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12,MIC,'=',6.25,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL1211405,Antibacterial activity against Escherichia coli ATCC 25922 after 3 to 4 days by serial plate dilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1208682,1,Scientific Literature,Eur. J. Med. Chem.,2010,None,
CHEMBL1210121,,0,438.34,1,5.00,Cn1nnc2cc(/C=N/Nc3cc(C(F)(F)F)nc4c(C(F)(F)F)cccc34)ccc21,MIC,'=',6.25,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL1211405,Antibacterial activity against Escherichia coli ATCC 25922 after 3 to 4 days by serial plate dilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1208682,1,Scientific Literature,Eur. J. Med. Chem.,2010,None,
CHEMBL2238413,,0,386.52,1,6.51,CC(C)(C)c1ccc(C(=O)Nc2ccc(-c3nc4ccccc4s3)cc2)cc1,MIC,'=',25.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL3047462,Antibacterial activity against Escherichia coli ATCC 25922 after 24 hr by CLSI broth microdilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL3045767,1,Scientific Literature,Med Chem Res,2012,None,
CHEMBL4446951,,0,515.53,3,-2.55,Nc1nc(-c2ccsc2)nc2c1ncn2[C@@H]1O[C@H](COS(=O)(=O)NC(=O)[C@@H](N)CO)[C@@H](O)[C@H]1O,MIC,'>',256.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL4416640,Antibacterial activity against Escherichia coli ATCC 25922 assessed as reduction in bacterial growth incubated for 18 to 20 hrs by broth microdilution assay,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL4414626,1,Scientific Literature,J Med Chem,2019,None,
CHEMBL509890,MAKALUVAMINE F,0,416.30,0,3.17,O=C1C(NC2Cc3cc(Br)c(O)cc3S2)=CC2=NCCc3c[nH]c1c32,MIC,'>',100.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL1101668,Antibacterial activity against Escherichia coli ATCC 25922,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1154888,1,Scientific Literature,J. Nat. Prod.,2010,None,
CHEMBL1076784,,0,336.40,0,1.11,O=C1C2=C3C4=[N+](CCc5c[nH]c1c54)C1C[C@@]34C[C@@H](N2)SC4=CC1=O,MIC,'>',100.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL1101668,Antibacterial activity against Escherichia coli ATCC 25922,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1154888,1,Scientific Literature,J. Nat. Prod.,2010,None,
CHEMBL1222634,,0,356.36,0,4.05,N#CC1=C(N)OC(c2c[nH]c3ccccc23)=C(C#N)C1c1ccccc1F,MIC,'=',27.4,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL1228046,Antimicrobial activity against Escherichia coli ATCC 25922 after 24 hrs by agar streak dilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1221298,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010,None,
CHEMBL1222631,,0,417.27,0,4.67,N#CC1=C(N)OC(c2c[nH]c3ccccc23)=C(C#N)C1c1ccc(Br)cc1,MIC,'=',25.4,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL1228046,Antimicrobial activity against Escherichia coli ATCC 25922 after 24 hrs by agar streak dilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1221298,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010,None,
CHEMBL2282232,,0,370.28,0,1.56,O=C(CCl)N1CCN(CCN2C(=O)C(Cl)C2c2ccccc2)CC1,MIC,'=',37.5,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL3077053,Antimicrobial activity against Escherichia coli ATCC 25922 assessed as growth inhibition by broth dilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL3045546,1,Scientific Literature,Med Chem Res,2013,None,
CHEMBL8,CIPROFLOXACIN,4,331.35,0,1.58,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,MIC,'=',6.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL1635941,Antibacterial activity against Escherichia coli ATCC 25922 after 24 hrs by broth dilution technique,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1629517,1,Scientific Literature,Eur. J. Med. Chem.,2010,None,
